Names,Psychometrics Score,Presentation Score,Date,Location
HILL TIPLADY,56.0,87.5,2019-07-03,London Academy
MUREIL WOODSTOCK,47.0,62.5,2019-07-03,London Academy
SAM MULVIHILL,54.0,65.62,2019-10-03,Birmingham Academy
FERDY DOOTSON,54.0,53.12,2019-10-03,Birmingham Academy
BELIA MURRIGANS,53.0,62.5,2019-10-03,Birmingham Academy
WALLACHE SOLDI,58.0,62.5,2019-10-03,Birmingham Academy
CHRISTOS FAGAN,45.0,40.62,2019-10-03,Birmingham Academy
TAMAS STENDALL,59.0,62.5,2019-10-03,Birmingham Academy
STANLY RICKERT,53.0,43.75,2019-10-03,Birmingham Academy
GORDAN DELGADILLO,63.0,46.88,2019-10-03,Birmingham Academy
FERDIE MULLINGER,59.0,62.5,2019-10-03,Birmingham Academy
BREN TOMEI,60.0,50.0,2019-10-03,Birmingham Academy
IZABEL MASTERS,53.0,65.62,2019-10-03,Birmingham Academy
ASHLIN SHONE,59.0,71.88,2019-10-03,Birmingham Academy
ALEJANDRO BROGGETTI,55.0,71.88,2019-09-03,London Academy
SIMONNE MERMAN,51.0,81.25,2019-09-03,London Academy
AILA LONGO,53.0,65.62,2019-09-03,London Academy
DAMON THOMPSON,62.0,68.75,2019-09-03,London Academy
TRISH CUXON,51.0,81.25,2019-09-03,London Academy
WYN TEBB,56.0,62.5,2019-09-03,London Academy
STEFFI BRIDEOKE,48.0,71.88,2019-09-03,London Academy
TOMA PERRAT,65.0,56.25,2019-09-03,London Academy
YORGOS DOCKERY,52.0,65.62,2019-09-03,London Academy
KIPPY DALLON,53.0,56.25,2019-09-03,London Academy
CAMELLIA BETTE,64.0,68.75,2019-09-03,London Academy
ARABELLA WALKLATE,61.0,56.25,2019-09-03,London Academy
ROBINA VASSANO,65.0,34.38,2019-09-03,London Academy
MADELINA OSMANT,49.0,71.88,2019-09-03,London Academy
XYLIA LAXEN,48.0,65.62,2019-09-03,London Academy
SCARFACE GALLIHAULK,64.0,71.88,2019-09-03,London Academy
VIOLETTA MATISSE,47.0,68.75,2019-09-03,London Academy
LARISA CORDERO,60.0,81.25,2019-09-03,London Academy
MATTHAEUS AUDAS,59.0,62.5,2019-04-30,London Academy
EDGAR WILLEMAN,53.0,68.75,2019-04-30,London Academy
CARROLL CORSE,43.0,62.5,2019-04-30,London Academy
ADELA VALANCE,51.0,65.62,2019-04-30,London Academy
HORATIO CHRISTLEY,65.0,59.38,2019-04-30,London Academy
RACHELLE STROTTON,42.0,81.25,2019-04-30,London Academy
SALOMI SHALDERS,50.0,81.25,2019-04-30,London Academy
HARPER ARMELL,50.0,81.25,2019-04-30,London Academy
BRODDIE TETLA,52.0,46.88,2019-04-30,London Academy
DRUD BUARD,50.0,43.75,2019-04-30,London Academy
ARLIN LEMAN,58.0,75.0,2019-04-30,London Academy
ELFRIDA SANTARELLI,51.0,56.25,2019-04-30,London Academy
DORETTA LOURENCO,52.0,59.38,2019-04-30,London Academy
CORDIE CAPON,51.0,50.0,2019-04-30,London Academy
ARLYNE MCNEISH,49.0,71.88,2019-04-30,London Academy
VIRGILIO ZAVATTIERI,59.0,68.75,2019-04-30,London Academy
URI INGLEY,55.0,65.62,2019-04-30,London Academy
MARKUS GAME,58.0,78.12,2019-04-30,London Academy
BRYN GIANILLI,48.0,71.88,2019-04-30,London Academy
KEVAN ELSEY,55.0,71.88,2019-04-30,London Academy
MARGA HENRYSON,53.0,71.88,2019-04-30,London Academy
ALDRIDGE DU FRAY,52.0,71.88,2019-04-30,London Academy
BARBEY RICKERTSEN,55.0,62.5,2019-04-30,London Academy
LEONID COULE,53.0,53.12,2019-04-30,London Academy
HEROLD DIONISETTO,63.0,65.62,2019-04-30,London Academy
FLORE DRAKE,42.0,75.0,2019-04-30,London Academy
LAW MASSEN,60.0,62.5,2019-04-30,London Academy
KNOX MCGRAW,59.0,62.5,2019-04-30,London Academy
ANDEE PLOWMAN,52.0,50.0,2019-01-30,London Academy
MALLORY CHALLIS,57.0,65.62,2019-01-30,London Academy
MAXY HEELEY,54.0,71.88,2019-01-30,London Academy
STINKY GOULTER,61.0,56.25,2019-01-30,London Academy
MERRY CHESHER,53.0,50.0,2019-01-30,London Academy
VIN KATTENHORN,63.0,65.62,2019-01-30,London Academy
FRANCISKA DAVIDY,50.0,50.0,2019-01-30,London Academy
SYLVIA AKETT,59.0,65.62,2019-01-30,London Academy
DAISI SCARLET,59.0,56.25,2019-01-30,London Academy
ILKA MOULDER,47.0,40.62,2019-01-30,London Academy
ROYALL STIRLEY,63.0,68.75,2019-01-30,London Academy
WINNIE OSIPENKO,49.0,65.62,2019-01-30,London Academy
WARDE FROWEN,44.0,78.12,2019-01-30,London Academy
DENI ROUST,55.0,65.62,2019-01-30,London Academy
HI TEE,60.0,71.88,2019-01-30,London Academy
BENNY SMALLSMAN,67.0,40.62,2019-01-30,London Academy
JAZMIN DARK,49.0,62.5,2019-01-30,London Academy
DIANE-MARIE HILLING,47.0,71.88,2019-01-30,London Academy
KERI CREWE,49.0,53.12,2019-01-30,London Academy
JENDA FERNANDEZ,53.0,71.88,2019-01-30,London Academy
TYRONE BAILES,50.0,68.75,2019-01-30,London Academy
LOY MULVY,59.0,68.75,2019-01-30,London Academy
IRVINE LAWREY,45.0,59.38,2019-01-30,London Academy
GEORGENA TCHAIKOVSKY,49.0,68.75,2019-07-30,London Academy
AILI BURSNOLL,59.0,75.0,2019-07-30,London Academy
VANESSA GIVES,60.0,71.88,2019-07-30,London Academy
HARTWELL SILVER,59.0,56.25,2019-07-30,London Academy
BERTRAM ESGATE,51.0,65.62,2019-07-30,London Academy
EMILY BARRAS,53.0,50.0,2019-07-30,London Academy
ISIDORA ENGLEFIELD,38.0,53.12,2019-07-30,London Academy
MARLON RESIDE,55.0,56.25,2019-07-30,London Academy
AGACE O'SHIELDS,58.0,75.0,2019-07-30,London Academy
COBBIE WOLFINGER,65.0,68.75,2019-07-30,London Academy
KIRBY MINTER,54.0,37.5,2019-07-30,London Academy
AGUSTE TANN,58.0,56.25,2019-07-30,London Academy
PREN VARCOE,60.0,46.88,2019-07-30,London Academy
ENGRACIA ANDRIOLLI,58.0,62.5,2019-07-30,London Academy
RODGE GARLICK,45.0,78.12,2019-07-30,London Academy
BARCLAY MORTER,50.0,75.0,2019-07-30,London Academy
CLARY HERTWELL,60.0,53.12,2019-07-30,London Academy
YEHUDIT KILLINGBECK,62.0,53.12,2019-07-30,London Academy
ANET SATTERLEY,61.0,59.38,2019-07-30,London Academy
STANISLAUS SENDLEY,58.0,53.12,2019-07-30,London Academy
BRAD COLEYSHAW,56.0,65.62,2019-07-30,London Academy
AGGIE REMMERS,59.0,65.62,2019-07-30,London Academy
KRIS WHALEY,53.0,50.0,2019-07-30,London Academy
KIRSTEN SPELMAN,53.0,62.5,2019-07-30,London Academy
ADALINE DURTNELL,60.0,75.0,2019-07-30,London Academy
MARNA MATSKEVICH,57.0,59.38,2019-07-30,London Academy
EBERHARD CATTEMULL,58.0,71.88,2019-07-30,London Academy
MEYER DOBBISON,59.0,56.25,2019-07-30,London Academy
BEAUREGARD HOULD,60.0,81.25,2019-07-30,London Academy
NATA BOHMAN,60.0,78.12,2019-05-30,Birmingham Academy
BENNIE LATAN,60.0,81.25,2019-05-30,Birmingham Academy
NOEL HAYLAND,60.0,71.88,2019-05-30,Birmingham Academy
NILES HAUGHIN,41.0,71.88,2019-05-30,Birmingham Academy
GAWEN MURRICANES,52.0,65.62,2019-05-30,Birmingham Academy
MEGAN HALLIHAN,59.0,59.38,2019-05-30,Birmingham Academy
CHARISSA BRIIGINSHAW,73.0,62.5,2019-05-30,Birmingham Academy
MILL URIDGE,60.0,40.62,2019-05-30,Birmingham Academy
SAMUELE MELPUSS,48.0,68.75,2019-05-30,Birmingham Academy
BERTIE MACAFEE,59.0,53.12,2019-05-30,Birmingham Academy
BENITA ROBBEL,59.0,56.25,2019-05-30,Birmingham Academy
DAILE KITCHINHAM,47.0,53.12,2019-05-30,Birmingham Academy
TRUMAINE CHASTNEY,51.0,65.62,2019-05-30,Birmingham Academy
CESARO DODGSHON,67.0,71.88,2019-05-30,Birmingham Academy
MARIUS SOLTAN,55.0,68.75,2019-05-30,Birmingham Academy
ULRIKAUMEKO YEANDEL,58.0,84.38,2019-05-30,Birmingham Academy
DEONNE PROTT,59.0,62.5,2019-05-30,Birmingham Academy
JANELLE FORBEAR,56.0,59.38,2019-05-30,Birmingham Academy
ALLISTIR LANGRICK,63.0,75.0,2019-05-30,Birmingham Academy
CURRY DUNNAN,58.0,56.25,2019-10-30,London Academy
WILLABELLA LANCHBERRY,54.0,84.38,2019-10-30,London Academy
GAILE CARPENTER,39.0,75.0,2019-10-30,London Academy
KASEY MATTACKS,59.0,71.88,2019-10-30,London Academy
AGNESSE BEEKEN,60.0,78.12,2019-10-30,London Academy
JERRYLEE KOENEN,45.0,53.12,2019-10-30,London Academy
MIC WILSHIRE,52.0,65.62,2019-10-30,London Academy
LANNI ARROWSMITH,53.0,59.38,2019-10-30,London Academy
GERLADINA REYNOLDS,45.0,65.62,2019-10-30,London Academy
NEFEN WOLTON,60.0,78.12,2019-10-30,London Academy
MARY DARNBROUGH,62.0,71.88,2019-10-30,London Academy
DAPHENE BARKLY,57.0,62.5,2019-10-30,London Academy
JANNA HOULAGHAN,56.0,56.25,2019-10-30,London Academy
FLORELLA BOAYS,62.0,59.38,2019-10-30,London Academy
ABDEL SHOVEL,56.0,56.25,2019-10-30,London Academy
LUISA GRIFFE,64.0,62.5,2019-10-30,London Academy
KAYCEE MATTUSEVICH,58.0,46.88,2019-10-30,London Academy
ARIELLE DONATI,62.0,68.75,2019-10-30,London Academy
SIBYLLE THOMAZIN,42.0,59.38,2019-10-30,London Academy
DI SIMONICH,55.0,65.62,2019-10-30,London Academy
ANNADIANA LUMSDEN,61.0,50.0,2019-10-30,London Academy
LOLA EBSWORTH,57.0,68.75,2019-10-30,London Academy
JANOS SHELLSHEERE,46.0,65.62,2019-10-30,London Academy
RURIK CRIMMINS,46.0,65.62,2019-10-30,London Academy
ABRAHAN BIGGERDIKE,48.0,43.75,2019-10-30,London Academy
GRAEHME SEAMER,52.0,62.5,2019-10-30,London Academy
KILEY CLAVEY,62.0,75.0,2019-01-31,Birmingham Academy
SHURLOCKE CRINGLE,49.0,56.25,2019-01-31,Birmingham Academy
BASE DOGGETT,38.0,75.0,2019-01-31,Birmingham Academy
ALMIRE TEWKESBERRY,70.0,59.38,2019-01-31,Birmingham Academy
BARTHOLEMY TRIPPITT,60.0,40.62,2019-01-31,Birmingham Academy
BRIANA BRADER,59.0,59.38,2019-01-31,Birmingham Academy
DEONNE SIMIONATO,64.0,46.88,2019-01-31,Birmingham Academy
COZMO ABEL,51.0,68.75,2019-01-31,Birmingham Academy
LEMMIE JENDRICH,54.0,75.0,2019-01-31,Birmingham Academy
ERAN VARGA,57.0,40.62,2019-01-31,Birmingham Academy
PAMELA GADMAN,53.0,59.38,2019-01-31,Birmingham Academy
BENDIX BONNETTE,49.0,53.12,2019-01-31,Birmingham Academy
PET WISE,56.0,46.88,2019-01-31,Birmingham Academy
ULICK PICKERVANCE,59.0,56.25,2019-01-31,Birmingham Academy
ART MITKIN,57.0,56.25,2019-01-31,Birmingham Academy
SIBLEY ADDISON,56.0,68.75,2019-01-31,Birmingham Academy
SILVAIN GEEVE,49.0,56.25,2019-01-31,Birmingham Academy
AINDREA DAVIO,60.0,65.62,2019-01-31,Birmingham Academy
DARYLE JANOCH,63.0,46.88,2019-01-31,Birmingham Academy
MATTHIEU DULAKE,58.0,68.75,2019-07-31,London Academy
SHURLOCK DUTCH,43.0,75.0,2019-07-31,London Academy
CRISTINA FINLAN,56.0,62.5,2019-07-31,London Academy
CHRISTIE BLINCOE,51.0,75.0,2019-07-31,London Academy
GARDNER ESTICK,60.0,68.75,2019-07-31,London Academy
NATASHA CHRISTOL,51.0,81.25,2019-07-31,London Academy
RIANNON BARACLOUGH,62.0,50.0,2019-07-31,London Academy
TALLIA RUSHFORD,57.0,59.38,2019-07-31,London Academy
ANGELICA NEISSEN,53.0,53.12,2019-07-31,London Academy
LANGSTON ADAMSKI,54.0,71.88,2019-07-31,London Academy
AMERIGO HEYS,51.0,81.25,2019-07-31,London Academy
DEBI GOLD,42.0,43.75,2019-07-31,London Academy
NATALIE NORWICH,54.0,53.12,2019-07-31,London Academy
BENJAMIN CHASTAND,54.0,75.0,2019-07-31,London Academy
ELSWORTH BENDTSEN,51.0,71.88,2019-07-31,London Academy
ANABELLA WILCOX,48.0,75.0,2019-07-31,London Academy
REGINA CALVER,58.0,50.0,2019-07-31,London Academy
KARLA WINDRIDGE,61.0,65.62,2019-07-31,London Academy
LANNIE MINISTER,68.0,75.0,2019-07-31,London Academy
TOWNY POVALL,60.0,59.38,2019-07-31,London Academy
JOLETTA KALINOWSKY,51.0,78.12,2019-07-31,London Academy
SIMONETTE MAWSON,61.0,75.0,2019-07-31,London Academy
MILLY ISON,59.0,65.62,2019-07-31,London Academy
CON HAXLEY,50.0,71.88,2019-07-31,London Academy
BRYANTY GREENACRE,53.0,71.88,2019-07-31,London Academy
VIVIANNE SHILLS,53.0,62.5,2019-07-31,London Academy
JANNA WIFFIELD,59.0,62.5,2019-10-31,Birmingham Academy
CASS JENYNS,47.0,65.62,2019-10-31,Birmingham Academy
FAIR LUCIA,53.0,75.0,2019-10-31,Birmingham Academy
HOMER SEBBORN,54.0,75.0,2019-10-31,Birmingham Academy
PHILLIP HEADECH,54.0,50.0,2019-10-31,Birmingham Academy
CASPER WILLCOTT,63.0,65.62,2019-10-31,Birmingham Academy
BETTY FRENSCH,45.0,68.75,2019-10-31,Birmingham Academy
KRISTIAN GIRHARD,54.0,71.88,2019-10-31,Birmingham Academy
MARIANNA CASA,55.0,50.0,2019-10-31,Birmingham Academy
LAZARUS VARLEY,60.0,75.0,2019-10-31,Birmingham Academy
LUCAS DUTHIE,54.0,65.62,2019-10-31,Birmingham Academy
HALE SEVERNS,55.0,62.5,2019-10-31,Birmingham Academy
ARNE MORANDO,60.0,37.5,2019-10-31,Birmingham Academy
ARCHAMBAULT EVANSON,54.0,68.75,2019-10-31,Birmingham Academy
YOLANE LOWSELY,56.0,68.75,2019-10-31,Birmingham Academy
BARD DEMONGE,42.0,65.62,2019-04-04,Birmingham Academy
ELYSSA SPENCELEY,45.0,50.0,2019-04-04,Birmingham Academy
ARDELIS GYLLE,61.0,62.5,2019-04-04,Birmingham Academy
MERCY CORONAS,65.0,65.62,2019-04-04,Birmingham Academy
ISAC PESCHMANN,63.0,53.12,2019-04-04,Birmingham Academy
RHONA BISGROVE,60.0,65.62,2019-04-04,Birmingham Academy
LAMONT LEVERINGTON,44.0,62.5,2019-04-04,Birmingham Academy
GARDIE SWAYSLAND,60.0,71.88,2019-04-04,Birmingham Academy
CHARLOTTE POSSA,50.0,53.12,2019-04-04,Birmingham Academy
NORBIE IACOBUCCI,56.0,62.5,2019-04-04,Birmingham Academy
ANDREAS KINCEY,53.0,56.25,2019-04-04,Birmingham Academy
VACLAV KETTLESTRINGES,48.0,56.25,2019-04-04,Birmingham Academy
ALBERTO O SULLIVAN,67.0,81.25,2019-04-04,Birmingham Academy
KLEMENT HARLEY,64.0,78.12,2019-04-04,Birmingham Academy
JON ARIES,59.0,56.25,2019-04-04,Birmingham Academy
DECK EANNETTA,53.0,50.0,2019-04-04,Birmingham Academy
ROWNEY VON HAGT,61.0,56.25,2019-04-04,Birmingham Academy
JOSSELYN O'SHEILS,51.0,53.12,2019-04-04,Birmingham Academy
HARMON JAGGI,56.0,62.5,2019-04-04,Birmingham Academy
DAISY BRIMS,65.0,53.12,2019-04-04,Birmingham Academy
BARON FRESCHI,49.0,75.0,2019-04-04,Birmingham Academy
HAYWOOD SANDEFORD,47.0,68.75,2019-04-04,Birmingham Academy
FLO MCSPARRAN,47.0,59.38,2019-04-04,Birmingham Academy
DARB NOOR,59.0,59.38,2019-04-04,Birmingham Academy
ADAH SPENCERS,52.0,68.75,2019-04-04,Birmingham Academy
GABBIE OVER,52.0,65.62,2019-04-04,Birmingham Academy
BUD CARLETTO,54.0,65.62,2019-04-04,Birmingham Academy
SUNNY MENAT,52.0,81.25,2019-04-04,Birmingham Academy
REMINGTON HENSMANS,51.0,53.12,2019-04-04,Birmingham Academy
PEARCE MAXWALE,51.0,62.5,2019-04-04,Birmingham Academy
TIFFIE BARENSKIE,46.0,59.38,2019-04-04,Birmingham Academy
THEA PERSEY,51.0,62.5,2019-04-04,Birmingham Academy
BERRY CODD,58.0,62.5,2019-04-04,Birmingham Academy
TREFOR KALINOWSKY,52.0,56.25,2019-12-04,London Academy
GERTRUDIS BALHATCHET,49.0,56.25,2019-12-04,London Academy
LEIGHTON IDDY,61.0,75.0,2019-12-04,London Academy
JORDAIN ROCHESTER,67.0,65.62,2019-12-04,London Academy
CLEMENTIA BEASLEIGH,52.0,59.38,2019-12-04,London Academy
CHRISTIAN TUNNY,60.0,65.62,2019-12-04,London Academy
TRENNA MCCURT,53.0,68.75,2019-12-04,London Academy
BERNHARD BIRCHALL,56.0,56.25,2019-12-04,London Academy
FELICLE KOPS,56.0,50.0,2019-12-04,London Academy
LARA DOUGHERTY,36.0,62.5,2019-12-04,London Academy
GUSTAVO BAROK,52.0,81.25,2019-12-04,London Academy
ALETHEA RANGELL,52.0,62.5,2019-12-04,London Academy
DANILA LEAMON,54.0,56.25,2019-12-04,London Academy
ESSY HAGGUS,50.0,62.5,2019-12-04,London Academy
MOSE TRASE,53.0,62.5,2019-12-04,London Academy
SHANNA JUNIPER,58.0,50.0,2019-12-04,London Academy
DARYN DUGMORE,51.0,56.25,2019-12-04,London Academy
LINDSAY HENINGHEM,39.0,65.62,2019-12-04,London Academy
GRANVILLE SLAD,50.0,59.38,2019-12-04,London Academy
MICHAEL ETTLES,55.0,65.62,2019-12-04,London Academy
STEPHAN MIDDLE,51.0,84.38,2019-12-04,London Academy
JESSEE BLAGBROUGH,45.0,75.0,2019-12-04,London Academy
DEVON MCCRACKEN,45.0,53.12,2019-07-04,Birmingham Academy
EVERED GIOVANIZIO,55.0,75.0,2019-07-04,Birmingham Academy
FAN HEMBER,57.0,68.75,2019-07-04,Birmingham Academy
SHARL SHAMBROOKE,53.0,84.38,2019-07-04,Birmingham Academy
BLONDY FEARNALL,58.0,62.5,2019-07-04,Birmingham Academy
HAROUN DOWBER,47.0,46.88,2019-07-04,Birmingham Academy
LETIZIA MCKERN,57.0,56.25,2019-07-04,Birmingham Academy
SAL INGLESENT,50.0,75.0,2019-07-04,Birmingham Academy
GABI IVINS,59.0,65.62,2019-07-04,Birmingham Academy
HENRIETA CHATTO,50.0,68.75,2019-07-04,Birmingham Academy
STEFFEN MARCOMBE,63.0,59.38,2019-07-04,Birmingham Academy
TERIANN MATYASHEV,51.0,65.62,2019-07-04,Birmingham Academy
NIALL GRAINE,61.0,75.0,2019-07-04,Birmingham Academy
DARIN HEALING,55.0,71.88,2019-07-04,Birmingham Academy
DONNIE SANDWICK,58.0,71.88,2019-07-04,Birmingham Academy
DYNA SANGE,73.0,46.88,2019-07-04,Birmingham Academy
THOMA BOLESWORTH,53.0,56.25,2019-07-04,Birmingham Academy
NOBY VACHER,56.0,59.38,2019-07-04,Birmingham Academy
JOELA GALEA,46.0,62.5,2019-07-04,Birmingham Academy
MELODEE CRIPPEN,59.0,56.25,2019-07-04,Birmingham Academy
CLARETTE PEXTON,59.0,37.5,2019-07-04,Birmingham Academy
LOCK ELLERKER,54.0,71.88,2019-07-04,Birmingham Academy
NICOLLE RADFORD,55.0,68.75,2019-06-04,London Academy
REBEKKAH AIRDRIE,56.0,40.62,2019-06-04,London Academy
AURA LOUCHE,54.0,46.88,2019-06-04,London Academy
LUCIUS BUSWELL,57.0,81.25,2019-06-04,London Academy
BAMBI SEE,62.0,59.38,2019-06-04,London Academy
JOANA FRAWLEY,58.0,65.62,2019-06-04,London Academy
VERNON CURL,55.0,50.0,2019-06-04,London Academy
ELSIE FURSLAND,53.0,53.12,2019-06-04,London Academy
WADE FRIEDENBACH,52.0,56.25,2019-06-04,London Academy
VLADAMIR WADDAMS,52.0,71.88,2019-06-04,London Academy
RONDA BUDCOCK,55.0,59.38,2019-06-04,London Academy
FRASER HURNELL,52.0,62.5,2019-06-04,London Academy
SHANDEIGH ILYUSHKIN,48.0,62.5,2019-06-04,London Academy
KATALIN REDLEY,55.0,65.62,2019-06-04,London Academy
AMBROSI CARNOW,56.0,62.5,2019-06-04,London Academy
JON RAIKES,62.0,78.12,2019-06-04,London Academy
JULIE CONDLIFFE,58.0,59.38,2019-06-04,London Academy
AL HUGONET,59.0,65.62,2019-06-04,London Academy
EDWARD GALLOP,49.0,43.75,2019-06-04,London Academy
ASH HANSEN,40.0,53.12,2019-06-04,London Academy
PERCIVAL BERRYCLOTH,47.0,68.75,2019-06-04,London Academy
MATTHIEW TUMBRIDGE,56.0,46.88,2019-06-04,London Academy
DRU MALING,43.0,78.12,2019-06-04,London Academy
FARREL BERTL,56.0,50.0,2019-06-04,London Academy
ABRAM GOLDSTER,56.0,46.88,2019-06-04,London Academy
WESTLEIGH ALEKSIDZE,49.0,68.75,2019-06-04,London Academy
ELISABETH EBBUTT,66.0,71.88,2019-06-04,London Academy
CHANDLER TREGUST,36.0,53.12,2019-06-04,London Academy
HARTWELL JEWESS,63.0,68.75,2019-06-04,London Academy
CELESTINA AYSIK,55.0,65.62,2019-06-04,London Academy
BRANDY IANNAZZI,57.0,59.38,2019-06-04,London Academy
BELVIA O'NEILL,44.0,59.38,2019-06-04,London Academy
SELBY FLOYD,61.0,62.5,2019-06-04,London Academy
DULCINE DUFFIL,62.0,78.12,2019-09-04,London Academy
VIVIAN SYSON,56.0,53.12,2019-09-04,London Academy
HERTA STAINER,59.0,59.38,2019-09-04,London Academy
OMERO SHILL,52.0,53.12,2019-09-04,London Academy
VACHEL CAREN,60.0,56.25,2019-09-04,London Academy
LENORA KARPINSKI,68.0,31.25,2019-09-04,London Academy
ARMANDO SCHIRAK,53.0,46.88,2019-09-04,London Academy
IMMANUEL VALEK,53.0,71.88,2019-09-04,London Academy
PATTON JOLIN,57.0,43.75,2019-09-04,London Academy
RANDEE LORRAIN,45.0,59.38,2019-09-04,London Academy
VANCE FEY,50.0,68.75,2019-09-04,London Academy
MANFRED SWYER-SEXEY,52.0,59.38,2019-09-04,London Academy
WEBSTER HANRATTY,52.0,68.75,2019-09-04,London Academy
MIN YANSON,49.0,75.0,2019-09-04,London Academy
BRYANT LOSSELJONG,64.0,68.75,2019-09-04,London Academy
KRIS BALASSI,53.0,53.12,2019-09-04,London Academy
JOELA SANJA,47.0,59.38,2019-09-04,London Academy
NONA COGHLAN,53.0,62.5,2019-09-04,London Academy
CARMELIA GHEORGHE,52.0,71.88,2019-09-04,London Academy
CARE IFE,51.0,68.75,2019-09-04,London Academy
MERLINA YASHANOV,54.0,65.62,2019-09-04,London Academy
TEDDY BARACLOUGH,59.0,53.12,2019-09-04,London Academy
PETRINA STERLAND,58.0,65.62,2019-09-04,London Academy
ERNA MILNE,51.0,59.38,2019-09-04,London Academy
ANNA LAMPERTI,60.0,78.12,2019-09-04,London Academy
RAQUEL BASTIDE,59.0,43.75,2019-09-04,London Academy
EUGEN BOGGS,54.0,59.38,2019-09-04,London Academy
BABITA BRAMSEN,67.0,62.5,2019-09-04,London Academy
KOREY ENNOR,45.0,68.75,2019-09-04,London Academy
TOBY STADDEN,60.0,71.88,2019-09-04,London Academy
ENGRACIA POLYCOTE,55.0,68.75,2019-09-04,London Academy
TOBE MARKOVIC,55.0,50.0,2019-12-05,Birmingham Academy
BENITA DOWNGATE,60.0,71.88,2019-12-05,Birmingham Academy
DIONIS ROWATT,65.0,31.25,2019-12-05,Birmingham Academy
JACQUETTA PILL,53.0,62.5,2019-12-05,Birmingham Academy
TERENCIO MULLES,58.0,59.38,2019-12-05,Birmingham Academy
DEEYN KLIMKIN,50.0,65.62,2019-12-05,Birmingham Academy
GIRALDA SLOSS,47.0,75.0,2019-12-05,Birmingham Academy
ALLIE SHEBER,67.0,65.62,2019-12-05,Birmingham Academy
KENTON ELVISH,58.0,46.88,2019-12-05,Birmingham Academy
OLIVIERO TUNNICLIFFE,42.0,50.0,2019-12-05,Birmingham Academy
FLORE MASDEN,57.0,78.12,2019-12-05,Birmingham Academy
ORLANDO BORROWMAN,48.0,65.62,2019-12-05,Birmingham Academy
MAXIE YERBORN,72.0,68.75,2019-12-05,Birmingham Academy
CLARK KOVACS,57.0,50.0,2019-12-05,Birmingham Academy
BLISSE VINICK,51.0,56.25,2019-12-05,Birmingham Academy
ALEJOA VATCHER,49.0,53.12,2019-12-05,Birmingham Academy
AUGUSTINE SULTANA,51.0,68.75,2019-12-05,Birmingham Academy
AMIL COYSH,65.0,59.38,2019-12-05,Birmingham Academy
RONNICA LINFIELD,47.0,71.88,2019-12-05,Birmingham Academy
ELEANOR DENINGTON,53.0,53.12,2019-12-05,Birmingham Academy
MAGDA MCKIRTON,57.0,56.25,2019-02-05,London Academy
GABRILA HEHIR,54.0,46.88,2019-02-05,London Academy
ALUINO SAINTER,53.0,53.12,2019-02-05,London Academy
POUL BASNETT,59.0,65.62,2019-02-05,London Academy
NICOLETTE BONEHILL,52.0,71.88,2019-02-05,London Academy
FABIEN HARDAWAY,59.0,62.5,2019-02-05,London Academy
HAILY TOMKINS,48.0,56.25,2019-02-05,London Academy
KERIANN CRAMBIE,64.0,56.25,2019-02-05,London Academy
ALIX BURRIDGE,47.0,53.12,2019-02-05,London Academy
NIKOLA GIROLDI,60.0,62.5,2019-02-05,London Academy
FREDERICA KEHER,47.0,65.62,2019-02-05,London Academy
ROWE FRITTER,68.0,68.75,2019-02-05,London Academy
DAISIE WILDSMITH,53.0,59.38,2019-02-05,London Academy
SHANON OLDKNOW,54.0,59.38,2019-02-05,London Academy
ROLLO QUARRY,60.0,84.38,2019-02-05,London Academy
FRANKLYN GILLMAN,47.0,46.88,2019-02-05,London Academy
KALEB CAPPEL,68.0,68.75,2019-02-05,London Academy
ALPHARD MARRISON,60.0,78.12,2019-02-05,London Academy
MATTHIEW OLEKHOV,47.0,59.38,2019-02-05,London Academy
GARRARD YAKUNIN,46.0,46.88,2019-02-05,London Academy
CYNTHY RAIKER,49.0,34.38,2019-02-05,London Academy
JOY CRITTEN,61.0,71.88,2019-02-05,London Academy
RANDOLF BORASTON,55.0,43.75,2019-02-05,London Academy
PADGET GILLYATT,66.0,56.25,2019-02-05,London Academy
EMMALYNN VALENTETTI,57.0,59.38,2019-02-05,London Academy
ARLEY PINNEGAR,52.0,71.88,2019-02-05,London Academy
FELICITY BIGGANS,57.0,59.38,2019-02-05,London Academy
COLENE DEGLI ANTONI,52.0,81.25,2019-02-05,London Academy
RAIMUNDO STACEY,54.0,71.88,2019-02-05,London Academy
FELICIO MCGILLIVRAY,55.0,62.5,2019-02-05,London Academy
CARYN ADRIAAN,67.0,68.75,2019-02-05,London Academy
DIANDRA SEARLES,51.0,65.62,2019-02-05,London Academy
ANDREY LAWLANCE,65.0,46.88,2019-02-05,London Academy
CULLY SEWARD,51.0,68.75,2019-06-05,London Academy
GRANTHEM LONG,57.0,68.75,2019-06-05,London Academy
FREDDIE LUDLAM,52.0,50.0,2019-06-05,London Academy
WILLOW GAYWOOD,44.0,71.88,2019-06-05,London Academy
SAWYERE PASKELL,57.0,68.75,2019-06-05,London Academy
GARRICK FAIRBANKS,51.0,34.38,2019-06-05,London Academy
NOMI VERNE,52.0,65.62,2019-06-05,London Academy
VERLA DI ANTONIO,52.0,75.0,2019-06-05,London Academy
EBENESER HANDY,59.0,75.0,2019-06-05,London Academy
TRACEE HAWKSWOOD,48.0,81.25,2019-06-05,London Academy
