,name,psychometrics_score,presentation_score,date,location
1,Shurlock Dutch,43.0,75.0,2019-07-31,London Academy
2,Cristina Finlan,56.0,62.5,2019-07-31,London Academy
3,Christie Blincoe,51.0,75.0,2019-07-31,London Academy
4,Gardner Estick,60.0,68.75,2019-07-31,London Academy
5,Natasha Christol,51.0,81.25,2019-07-31,London Academy
6,Riannon Baraclough,62.0,50.0,2019-07-31,London Academy
7,Tallia Rushford,57.0,59.38,2019-07-31,London Academy
8,Angelica Neissen,53.0,53.12,2019-07-31,London Academy
9,Langston Adamski,54.0,71.88,2019-07-31,London Academy
10,Amerigo Heys,51.0,81.25,2019-07-31,London Academy
11,Debi Gold,42.0,43.75,2019-07-31,London Academy
12,Natalie Norwich,54.0,53.12,2019-07-31,London Academy
13,Benjamin Chastand,54.0,75.0,2019-07-31,London Academy
14,Elsworth Bendtsen,51.0,71.88,2019-07-31,London Academy
15,Anabella Wilcox,48.0,75.0,2019-07-31,London Academy
16,Regina Calver,58.0,50.0,2019-07-31,London Academy
17,Karla Windridge,61.0,65.62,2019-07-31,London Academy
18,Lannie Minister,68.0,75.0,2019-07-31,London Academy
19,Towny Povall,60.0,59.38,2019-07-31,London Academy
20,Joletta Kalinowsky,51.0,78.12,2019-07-31,London Academy
21,Simonette Mawson,61.0,75.0,2019-07-31,London Academy
22,Milly Ison,59.0,65.62,2019-07-31,London Academy
23,Con Haxley,50.0,71.88,2019-07-31,London Academy
24,Bryanty Greenacre,53.0,71.88,2019-07-31,London Academy
25,Vivianne Shills,53.0,62.5,2019-07-31,London Academy
26,Renado Bulfoot,65.0,56.25,2019-07-31,London Academy
0,Janna Wiffield,59.0,62.5,2019-10-31,Birmingham Academy
1,Cass Jenyns,47.0,65.62,2019-10-31,Birmingham Academy
2,Fair Lucia,53.0,75.0,2019-10-31,Birmingham Academy
3,Homer Sebborn,54.0,75.0,2019-10-31,Birmingham Academy
4,Phillip Headech,54.0,50.0,2019-10-31,Birmingham Academy
5,Casper Willcott,63.0,65.62,2019-10-31,Birmingham Academy
6,Betty Frensch,45.0,68.75,2019-10-31,Birmingham Academy
7,Kristian Girhard,54.0,71.88,2019-10-31,Birmingham Academy
8,Marianna Casa,55.0,50.0,2019-10-31,Birmingham Academy
9,Lazarus Varley,60.0,75.0,2019-10-31,Birmingham Academy
10,Lucas Duthie,54.0,65.62,2019-10-31,Birmingham Academy
11,Hale Severns,55.0,62.5,2019-10-31,Birmingham Academy
12,Arne Morando,60.0,37.5,2019-10-31,Birmingham Academy
13,Archambault Evanson,54.0,68.75,2019-10-31,Birmingham Academy
14,Yolane Lowsely,56.0,68.75,2019-10-31,Birmingham Academy
15,Cecil Lehrer,39.0,68.75,2019-10-31,Birmingham Academy
0,Bard Demonge,42.0,65.62,2019-04-04,Birmingham Academy
1,Elyssa Spenceley,45.0,50.0,2019-04-04,Birmingham Academy
2,Ardelis Gylle,61.0,62.5,2019-04-04,Birmingham Academy
3,Mercy Coronas,65.0,65.62,2019-04-04,Birmingham Academy
4,Isac Peschmann,63.0,53.12,2019-04-04,Birmingham Academy
5,Rhona Bisgrove,60.0,65.62,2019-04-04,Birmingham Academy
6,Lamont Leverington,44.0,62.5,2019-04-04,Birmingham Academy
7,Gardie Swaysland,60.0,71.88,2019-04-04,Birmingham Academy
8,Charlotte Possa,50.0,53.12,2019-04-04,Birmingham Academy
9,Norbie Iacobucci,56.0,62.5,2019-04-04,Birmingham Academy
10,Andreas Kincey,53.0,56.25,2019-04-04,Birmingham Academy
11,Vaclav Kettlestringes,48.0,56.25,2019-04-04,Birmingham Academy
12,Alberto O Sullivan,67.0,81.25,2019-04-04,Birmingham Academy
13,Klement Harley,64.0,78.12,2019-04-04,Birmingham Academy
14,Jon Aries,59.0,56.25,2019-04-04,Birmingham Academy
15,Deck Eannetta,53.0,50.0,2019-04-04,Birmingham Academy
16,Rowney Von Hagt,61.0,56.25,2019-04-04,Birmingham Academy
17,Josselyn O'Sheils,51.0,53.12,2019-04-04,Birmingham Academy
18,Harmon Jaggi,56.0,62.5,2019-04-04,Birmingham Academy
19,Daisy Brims,65.0,53.12,2019-04-04,Birmingham Academy
20,Baron Freschi,49.0,75.0,2019-04-04,Birmingham Academy
21,Haywood Sandeford,47.0,68.75,2019-04-04,Birmingham Academy
22,Flo Mcsparran,47.0,59.38,2019-04-04,Birmingham Academy
23,Darb Noor,59.0,59.38,2019-04-04,Birmingham Academy
24,Adah Spencers,52.0,68.75,2019-04-04,Birmingham Academy
25,Gabbie Over,52.0,65.62,2019-04-04,Birmingham Academy
26,Bud Carletto,54.0,65.62,2019-04-04,Birmingham Academy
27,Sunny Menat,52.0,81.25,2019-04-04,Birmingham Academy
28,Remington Hensmans,51.0,53.12,2019-04-04,Birmingham Academy
29,Pearce Maxwale,51.0,62.5,2019-04-04,Birmingham Academy
30,Tiffie Barenskie,46.0,59.38,2019-04-04,Birmingham Academy
31,Thea Persey,51.0,62.5,2019-04-04,Birmingham Academy
32,Berry Codd,58.0,62.5,2019-04-04,Birmingham Academy
33,Jacky Reilingen,58.0,68.75,2019-04-04,Birmingham Academy
0,Trefor Kalinowsky,52.0,56.25,2019-12-04,London Academy
1,Gertrudis Balhatchet,49.0,56.25,2019-12-04,London Academy
2,Leighton Iddy,61.0,75.0,2019-12-04,London Academy
3,Jordain Rochester,67.0,65.62,2019-12-04,London Academy
4,Clementia Beasleigh,52.0,59.38,2019-12-04,London Academy
5,Christian Tunny,60.0,65.62,2019-12-04,London Academy
6,Trenna Mccurt,53.0,68.75,2019-12-04,London Academy
7,Bernhard Birchall,56.0,56.25,2019-12-04,London Academy
8,Felicle Kops,56.0,50.0,2019-12-04,London Academy
9,Lara Dougherty,36.0,62.5,2019-12-04,London Academy
10,Gustavo Barok,52.0,81.25,2019-12-04,London Academy
11,Alethea Rangell,52.0,62.5,2019-12-04,London Academy
12,Danila Leamon,54.0,56.25,2019-12-04,London Academy
13,Essy Haggus,50.0,62.5,2019-12-04,London Academy
14,Mose Trase,53.0,62.5,2019-12-04,London Academy
15,Shanna Juniper,58.0,50.0,2019-12-04,London Academy
16,Daryn Dugmore,51.0,56.25,2019-12-04,London Academy
17,Lindsay Heninghem,39.0,65.62,2019-12-04,London Academy
18,Granville Slad,50.0,59.38,2019-12-04,London Academy
19,Michael Ettles,55.0,65.62,2019-12-04,London Academy
20,Stephan Middle,51.0,84.38,2019-12-04,London Academy
21,Jessee Blagbrough,45.0,75.0,2019-12-04,London Academy
22,Gib Krol,63.0,50.0,2019-12-04,London Academy
0,Devon Mccracken,45.0,53.12,2019-07-04,Birmingham Academy
1,Evered Giovanizio,55.0,75.0,2019-07-04,Birmingham Academy
2,Fan Hember,57.0,68.75,2019-07-04,Birmingham Academy
3,Sharl Shambrooke,53.0,84.38,2019-07-04,Birmingham Academy
4,Blondy Fearnall,58.0,62.5,2019-07-04,Birmingham Academy
5,Haroun Dowber,47.0,46.88,2019-07-04,Birmingham Academy
6,Letizia Mckern,57.0,56.25,2019-07-04,Birmingham Academy
7,Sal Inglesent,50.0,75.0,2019-07-04,Birmingham Academy
8,Gabi Ivins,59.0,65.62,2019-07-04,Birmingham Academy
9,Henrieta Chatto,50.0,68.75,2019-07-04,Birmingham Academy
10,Steffen Marcombe,63.0,59.38,2019-07-04,Birmingham Academy
11,Teriann Matyashev,51.0,65.62,2019-07-04,Birmingham Academy
12,Niall Graine,61.0,75.0,2019-07-04,Birmingham Academy
13,Darin Healing,55.0,71.88,2019-07-04,Birmingham Academy
14,Donnie Sandwick,58.0,71.88,2019-07-04,Birmingham Academy
15,Dyna Sange,73.0,46.88,2019-07-04,Birmingham Academy
16,Thoma Bolesworth,53.0,56.25,2019-07-04,Birmingham Academy
17,Noby Vacher,56.0,59.38,2019-07-04,Birmingham Academy
18,Joela Galea,46.0,62.5,2019-07-04,Birmingham Academy
19,Melodee Crippen,59.0,56.25,2019-07-04,Birmingham Academy
20,Clarette Pexton,59.0,37.5,2019-07-04,Birmingham Academy
21,Lock Ellerker,54.0,71.88,2019-07-04,Birmingham Academy
22,Harmonia Winspare,58.0,65.62,2019-07-04,Birmingham Academy
0,Nicolle Radford,55.0,68.75,2019-06-04,London Academy
1,Rebekkah Airdrie,56.0,40.62,2019-06-04,London Academy
2,Aura Louche,54.0,46.88,2019-06-04,London Academy
3,Lucius Buswell,57.0,81.25,2019-06-04,London Academy
4,Bambi See,62.0,59.38,2019-06-04,London Academy
5,Joana Frawley,58.0,65.62,2019-06-04,London Academy
6,Vernon Curl,55.0,50.0,2019-06-04,London Academy
7,Elsie Fursland,53.0,53.12,2019-06-04,London Academy
8,Wade Friedenbach,52.0,56.25,2019-06-04,London Academy
9,Vladamir Waddams,52.0,71.88,2019-06-04,London Academy
10,Ronda Budcock,55.0,59.38,2019-06-04,London Academy
11,Fraser Hurnell,52.0,62.5,2019-06-04,London Academy
12,Shandeigh Ilyushkin,48.0,62.5,2019-06-04,London Academy
13,Katalin Redley,55.0,65.62,2019-06-04,London Academy
14,Ambrosi Carnow,56.0,62.5,2019-06-04,London Academy
15,Jon Raikes,62.0,78.12,2019-06-04,London Academy
16,Julie Condliffe,58.0,59.38,2019-06-04,London Academy
17,Al Hugonet,59.0,65.62,2019-06-04,London Academy
18,Edward Gallop,49.0,43.75,2019-06-04,London Academy
19,Ash Hansen,40.0,53.12,2019-06-04,London Academy
20,Percival Berrycloth,47.0,68.75,2019-06-04,London Academy
21,Matthiew Tumbridge,56.0,46.88,2019-06-04,London Academy
22,Dru Maling,43.0,78.12,2019-06-04,London Academy
23,Farrel Bertl,56.0,50.0,2019-06-04,London Academy
24,Abram Goldster,56.0,46.88,2019-06-04,London Academy
25,Westleigh Aleksidze,49.0,68.75,2019-06-04,London Academy
26,Elisabeth Ebbutt,66.0,71.88,2019-06-04,London Academy
27,Chandler Tregust,36.0,53.12,2019-06-04,London Academy
28,Hartwell Jewess,63.0,68.75,2019-06-04,London Academy
29,Celestina Aysik,55.0,65.62,2019-06-04,London Academy
30,Brandy Iannazzi,57.0,59.38,2019-06-04,London Academy
31,Belvia O'Neill,44.0,59.38,2019-06-04,London Academy
32,Selby Floyd,61.0,62.5,2019-06-04,London Academy
33,Kenton Kilgrove,52.0,56.25,2019-06-04,London Academy
0,Dulcine Duffil,62.0,78.12,2019-09-04,London Academy
1,Vivian Syson,56.0,53.12,2019-09-04,London Academy
2,Herta Stainer,59.0,59.38,2019-09-04,London Academy
3,Omero Shill,52.0,53.12,2019-09-04,London Academy
4,Vachel Caren,60.0,56.25,2019-09-04,London Academy
5,Lenora Karpinski,68.0,31.25,2019-09-04,London Academy
6,Armando Schirak,53.0,46.88,2019-09-04,London Academy
7,Immanuel Valek,53.0,71.88,2019-09-04,London Academy
8,Patton Jolin,57.0,43.75,2019-09-04,London Academy
9,Randee Lorrain,45.0,59.38,2019-09-04,London Academy
10,Vance Fey,50.0,68.75,2019-09-04,London Academy
11,Manfred Swyer-Sexey,52.0,59.38,2019-09-04,London Academy
12,Webster Hanratty,52.0,68.75,2019-09-04,London Academy
13,Min Yanson,49.0,75.0,2019-09-04,London Academy
14,Bryant Losseljong,64.0,68.75,2019-09-04,London Academy
15,Kris Balassi,53.0,53.12,2019-09-04,London Academy
16,Joela Sanja,47.0,59.38,2019-09-04,London Academy
17,Nona Coghlan,53.0,62.5,2019-09-04,London Academy
18,Carmelia Gheorghe,52.0,71.88,2019-09-04,London Academy
19,Care Ife,51.0,68.75,2019-09-04,London Academy
20,Merlina Yashanov,54.0,65.62,2019-09-04,London Academy
21,Teddy Baraclough,59.0,53.12,2019-09-04,London Academy
22,Petrina Sterland,58.0,65.62,2019-09-04,London Academy
23,Erna Milne,51.0,59.38,2019-09-04,London Academy
24,Anna Lamperti,60.0,78.12,2019-09-04,London Academy
25,Raquel Bastide,59.0,43.75,2019-09-04,London Academy
26,Eugen Boggs,54.0,59.38,2019-09-04,London Academy
27,Babita Bramsen,67.0,62.5,2019-09-04,London Academy
28,Korey Ennor,45.0,68.75,2019-09-04,London Academy
29,Toby Stadden,60.0,71.88,2019-09-04,London Academy
30,Engracia Polycote,55.0,68.75,2019-09-04,London Academy
31,Arman Boribal,67.0,53.12,2019-09-04,London Academy
0,Tobe Markovic,55.0,50.0,2019-12-05,Birmingham Academy
1,Benita Downgate,60.0,71.88,2019-12-05,Birmingham Academy
2,Dionis Rowatt,65.0,31.25,2019-12-05,Birmingham Academy
3,Jacquetta Pill,53.0,62.5,2019-12-05,Birmingham Academy
4,Terencio Mulles,58.0,59.38,2019-12-05,Birmingham Academy
5,Deeyn Klimkin,50.0,65.62,2019-12-05,Birmingham Academy
6,Giralda Sloss,47.0,75.0,2019-12-05,Birmingham Academy
7,Allie Sheber,67.0,65.62,2019-12-05,Birmingham Academy
8,Kenton Elvish,58.0,46.88,2019-12-05,Birmingham Academy
9,Oliviero Tunnicliffe,42.0,50.0,2019-12-05,Birmingham Academy
10,Flore Masden,57.0,78.12,2019-12-05,Birmingham Academy
11,Orlando Borrowman,48.0,65.62,2019-12-05,Birmingham Academy
12,Maxie Yerborn,72.0,68.75,2019-12-05,Birmingham Academy
13,Clark Kovacs,57.0,50.0,2019-12-05,Birmingham Academy
14,Blisse Vinick,51.0,56.25,2019-12-05,Birmingham Academy
15,Alejoa Vatcher,49.0,53.12,2019-12-05,Birmingham Academy
16,Augustine Sultana,51.0,68.75,2019-12-05,Birmingham Academy
17,Amil Coysh,65.0,59.38,2019-12-05,Birmingham Academy
18,Ronnica Linfield,47.0,71.88,2019-12-05,Birmingham Academy
19,Eleanor Denington,53.0,53.12,2019-12-05,Birmingham Academy
20,Gianina Wandless,64.0,75.0,2019-12-05,Birmingham Academy
0,Magda Mckirton,57.0,56.25,2019-02-05,London Academy
1,Gabrila Hehir,54.0,46.88,2019-02-05,London Academy
2,Aluino Sainter,53.0,53.12,2019-02-05,London Academy
3,Poul Basnett,59.0,65.62,2019-02-05,London Academy
4,Nicolette Bonehill,52.0,71.88,2019-02-05,London Academy
5,Fabien Hardaway,59.0,62.5,2019-02-05,London Academy
6,Haily Tomkins,48.0,56.25,2019-02-05,London Academy
7,Keriann Crambie,64.0,56.25,2019-02-05,London Academy
8,Alix Burridge,47.0,53.12,2019-02-05,London Academy
9,Nikola Giroldi,60.0,62.5,2019-02-05,London Academy
10,Frederica Keher,47.0,65.62,2019-02-05,London Academy
11,Rowe Fritter,68.0,68.75,2019-02-05,London Academy
12,Daisie Wildsmith,53.0,59.38,2019-02-05,London Academy
13,Shanon Oldknow,54.0,59.38,2019-02-05,London Academy
14,Rollo Quarry,60.0,84.38,2019-02-05,London Academy
15,Franklyn Gillman,47.0,46.88,2019-02-05,London Academy
16,Kaleb Cappel,68.0,68.75,2019-02-05,London Academy
17,Alphard Marrison,60.0,78.12,2019-02-05,London Academy
18,Matthiew Olekhov,47.0,59.38,2019-02-05,London Academy
19,Garrard Yakunin,46.0,46.88,2019-02-05,London Academy
20,Cynthy Raiker,49.0,34.38,2019-02-05,London Academy
21,Joy Critten,61.0,71.88,2019-02-05,London Academy
22,Randolf Boraston,55.0,43.75,2019-02-05,London Academy
23,Padget Gillyatt,66.0,56.25,2019-02-05,London Academy
24,Emmalynn Valentetti,57.0,59.38,2019-02-05,London Academy
25,Arley Pinnegar,52.0,71.88,2019-02-05,London Academy
26,Felicity Biggans,57.0,59.38,2019-02-05,London Academy
27,Colene Degli Antoni,52.0,81.25,2019-02-05,London Academy
28,Raimundo Stacey,54.0,71.88,2019-02-05,London Academy
29,Felicio Mcgillivray,55.0,62.5,2019-02-05,London Academy
30,Caryn Adriaan,67.0,68.75,2019-02-05,London Academy
31,Diandra Searles,51.0,65.62,2019-02-05,London Academy
32,Andrey Lawlance,65.0,46.88,2019-02-05,London Academy
33,Carroll Benyon,57.0,62.5,2019-02-05,London Academy
0,Cully Seward,51.0,68.75,2019-06-05,London Academy
1,Granthem Long,57.0,68.75,2019-06-05,London Academy
2,Freddie Ludlam,52.0,50.0,2019-06-05,London Academy
3,Willow Gaywood,44.0,71.88,2019-06-05,London Academy
4,Sawyere Paskell,57.0,68.75,2019-06-05,London Academy
5,Garrick Fairbanks,51.0,34.38,2019-06-05,London Academy
6,Nomi Verne,52.0,65.62,2019-06-05,London Academy
7,Verla Di Antonio,52.0,75.0,2019-06-05,London Academy
8,Ebeneser Handy,59.0,75.0,2019-06-05,London Academy
9,Tracee Hawkswood,48.0,81.25,2019-06-05,London Academy
10,Derrik Lumbers,48.0,59.38,2019-06-05,London Academy
11,Jecho Rousel,70.0,56.25,2019-06-05,London Academy
12,Betsey Chadwell,49.0,56.25,2019-06-05,London Academy
13,Claudio Handrick,58.0,56.25,2019-06-05,London Academy
14,Marillin Rosendall,64.0,50.0,2019-06-05,London Academy
15,Gavan Soltan,55.0,68.75,2019-06-05,London Academy
16,Hilliard Brockett,66.0,71.88,2019-06-05,London Academy
17,Yankee Reihm,56.0,50.0,2019-06-05,London Academy
18,Louella Cuppitt,54.0,53.12,2019-06-05,London Academy
19,Chadd Ellen,59.0,59.38,2019-06-05,London Academy
20,Clyve Bradden,54.0,78.12,2019-06-05,London Academy
21,Augustin Tabrett,51.0,75.0,2019-06-05,London Academy
22,Nanni Caldera,51.0,56.25,2019-06-05,London Academy
23,Joachim Guslon,59.0,75.0,2019-06-05,London Academy
24,Dixie Macrae,54.0,65.62,2019-06-05,London Academy
25,Lewiss Sabban,50.0,50.0,2019-06-05,London Academy
26,Hattie Dullard,50.0,75.0,2019-06-05,London Academy
0,Penni Grioli,60.0,46.88,2019-03-05,London Academy
1,Vale Fishbie,59.0,68.75,2019-03-05,London Academy
2,Augusto Bearblock,41.0,59.38,2019-03-05,London Academy
3,Gabie Maletratt,54.0,56.25,2019-03-05,London Academy
4,Vinnie Gimbrett,62.0,53.12,2019-03-05,London Academy
5,Vanda Boate,65.0,65.62,2019-03-05,London Academy
6,Callie Glasscock,59.0,65.62,2019-03-05,London Academy
7,Eleonora Bleazard,55.0,78.12,2019-03-05,London Academy
8,Kristoforo Hemphrey,48.0,75.0,2019-03-05,London Academy
9,Anastasia Howsam,62.0,46.88,2019-03-05,London Academy
10,Weylin Culpin,64.0,75.0,2019-03-05,London Academy
11,Aidan Elrick,61.0,84.38,2019-03-05,London Academy
12,Welbie Curgenven,60.0,68.75,2019-03-05,London Academy
13,Agosto Meaddowcroft,59.0,62.5,2019-03-05,London Academy
14,Tiphany Gribben,56.0,56.25,2019-03-05,London Academy
15,Rennie Kennsley,54.0,59.38,2019-03-05,London Academy
16,Matthaeus Stickens,55.0,75.0,2019-03-05,London Academy
17,Jacquelin Clampin,51.0,59.38,2019-03-05,London Academy
18,Frannie Doby,65.0,50.0,2019-03-05,London Academy
19,Jesse Tiron,59.0,59.38,2019-03-05,London Academy
20,Mordecai Chaunce,49.0,65.62,2019-03-05,London Academy
21,Johnny Shea,57.0,68.75,2019-03-05,London Academy
22,Reg Mcreynold,53.0,62.5,2019-03-05,London Academy
23,Deerdre Mussard,57.0,68.75,2019-03-05,London Academy
24,Pen Tulley,48.0,75.0,2019-03-05,London Academy
25,Phineas Purton,50.0,68.75,2019-03-05,London Academy
26,Avrom Harlowe,47.0,50.0,2019-03-05,London Academy
27,Vannie Hounsome,59.0,71.88,2019-03-05,London Academy
0,Anthiathia Guirau,52.0,68.75,2019-11-05,London Academy
1,Garry Nornasell,63.0,65.62,2019-11-05,London Academy
2,Ezekiel Himsworth,54.0,46.88,2019-11-05,London Academy
3,Chrysa Guildford,58.0,71.88,2019-11-05,London Academy
4,Frasco Ekkel,58.0,62.5,2019-11-05,London Academy
5,Chancey Parton,49.0,71.88,2019-11-05,London Academy
6,Marshal Darycott,60.0,78.12,2019-11-05,London Academy
7,Zilvia Byrcher,60.0,71.88,2019-11-05,London Academy
8,Joice Stennet,65.0,62.5,2019-11-05,London Academy
9,Tyler Traynor,59.0,56.25,2019-11-05,London Academy
10,Say Kleinhausen,54.0,65.62,2019-11-05,London Academy
11,Lyndsey Relph,60.0,71.88,2019-11-05,London Academy
12,Gigi Layne,57.0,40.62,2019-11-05,London Academy
13,Hilton Vedstra,50.0,46.88,2019-11-05,London Academy
14,Jessie Plampeyn,55.0,53.12,2019-11-05,London Academy
15,Cirstoforo Kerslake,64.0,59.38,2019-11-05,London Academy
16,Jesse Ten Broek,59.0,71.88,2019-11-05,London Academy
17,Michel Gouth,61.0,68.75,2019-11-05,London Academy
18,Friedrick Yeates,60.0,59.38,2019-11-05,London Academy
19,Ronica Martynikhin,62.0,78.12,2019-11-05,London Academy
20,Thayne Tunnick,47.0,75.0,2019-11-05,London Academy
21,Farlie Bukowski,55.0,71.88,2019-11-05,London Academy
22,Harriot Tolchard,52.0,53.12,2019-11-05,London Academy
23,Elva Boldero,56.0,62.5,2019-11-05,London Academy
24,Fredrick Giller,51.0,62.5,2019-11-05,London Academy
0,Arvy Myrkus,65.0,81.25,2019-09-05,Birmingham Academy
1,Corabella Abells,55.0,59.38,2019-09-05,Birmingham Academy
2,Sherie Veregan,60.0,71.88,2019-09-05,Birmingham Academy
3,Kerry Beedle,46.0,81.25,2019-09-05,Birmingham Academy
4,Chilton Paladino,60.0,59.38,2019-09-05,Birmingham Academy
5,Waldemar Pfeuffer,46.0,56.25,2019-09-05,Birmingham Academy
6,Marius De Rechter,54.0,68.75,2019-09-05,Birmingham Academy
7,Carin Overstall,43.0,59.38,2019-09-05,Birmingham Academy
8,Keelia Beine,50.0,62.5,2019-09-05,Birmingham Academy
9,Dollie Stailey,62.0,78.12,2019-09-05,Birmingham Academy
10,Myrvyn Jealous,61.0,78.12,2019-09-05,Birmingham Academy
11,Sabina Seckington,47.0,40.62,2019-09-05,Birmingham Academy
12,Dasi Goldston,54.0,46.88,2019-09-05,Birmingham Academy
13,Sasha Macgaughy,52.0,75.0,2019-09-05,Birmingham Academy
14,Tiphani Bridgland,47.0,71.88,2019-09-05,Birmingham Academy
15,Merola Jancey,52.0,62.5,2019-09-05,Birmingham Academy
16,Whitney Hadlee,52.0,59.38,2019-09-05,Birmingham Academy
17,Casey Putten,62.0,46.88,2019-09-05,Birmingham Academy
18,Russell Sherebrook,62.0,68.75,2019-09-05,Birmingham Academy
19,Una Caldicot,62.0,53.12,2019-09-05,Birmingham Academy
20,Courtney Aldus,56.0,40.62,2019-09-05,Birmingham Academy
21,Stavro Sherratt,49.0,46.88,2019-09-05,Birmingham Academy
22,Valdemar Smithen,63.0,75.0,2019-09-05,Birmingham Academy
23,Raddie Major,61.0,75.0,2019-09-05,Birmingham Academy
24,Mathilda Burman,47.0,68.75,2019-09-05,Birmingham Academy
25,Buiron Presho,63.0,46.88,2019-09-05,Birmingham Academy
26,Vyky Filipiak,58.0,81.25,2019-09-05,Birmingham Academy
27,Dorette Landall,64.0,68.75,2019-09-05,Birmingham Academy
28,Sutherlan Mewe,60.0,56.25,2019-09-05,Birmingham Academy
29,Maisie Skelton,56.0,46.88,2019-09-05,Birmingham Academy
30,Ann Iannello,53.0,78.12,2019-09-05,Birmingham Academy
31,Levy Lanahan,42.0,71.88,2019-09-05,Birmingham Academy
0,Gus Trenouth,42.0,68.75,2019-08-06,London Academy
1,Hugibert Mclardie,46.0,65.62,2019-08-06,London Academy
2,Aubert Cicerone,58.0,59.38,2019-08-06,London Academy
3,Phillis Wabey,60.0,62.5,2019-08-06,London Academy
4,Drud Tellenbrok,55.0,75.0,2019-08-06,London Academy
5,Ellery Nanelli,54.0,28.12,2019-08-06,London Academy
6,Aleda Verdy,37.0,59.38,2019-08-06,London Academy
7,Berny Botler,63.0,65.62,2019-08-06,London Academy
8,Winnie Lewerenz,57.0,62.5,2019-08-06,London Academy
9,Loella Lonnon,55.0,75.0,2019-08-06,London Academy
10,George Huckstepp,61.0,46.88,2019-08-06,London Academy
11,Nealy Macgillespie,57.0,34.38,2019-08-06,London Academy
12,Marlow Giocannoni,49.0,56.25,2019-08-06,London Academy
13,Genny Zanioletti,52.0,40.62,2019-08-06,London Academy
14,Mike Milliere,60.0,65.62,2019-08-06,London Academy
15,Nil Macpaike,50.0,75.0,2019-08-06,London Academy
16,Jessie Petriello,62.0,46.88,2019-08-06,London Academy
17,George O'Duane,50.0,53.12,2019-08-06,London Academy
18,Ravid Leyninye,57.0,59.38,2019-08-06,London Academy
19,Ninetta Joyce,73.0,62.5,2019-08-06,London Academy
20,Trudie Kiellor,61.0,68.75,2019-08-06,London Academy
21,Mylo Sudell,52.0,53.12,2019-08-06,London Academy
22,Blakeley Strood,51.0,65.62,2019-08-06,London Academy
23,Bronson Dykas,51.0,43.75,2019-08-06,London Academy
24,Cynthia Jenny,51.0,56.25,2019-08-06,London Academy
25,Madeleine Younglove,69.0,59.38,2019-08-06,London Academy
26,Maurita Sergison,42.0,90.62,2019-08-06,London Academy
27,Charleen Androlli,45.0,65.62,2019-08-06,London Academy
28,Elias Jentzsch,38.0,62.5,2019-08-06,London Academy
29,Erda Liddel,60.0,62.5,2019-08-06,London Academy
30,Brinn Trewhela,60.0,71.88,2019-08-06,London Academy
31,Candis Gamet,45.0,53.12,2019-08-06,London Academy
32,Brose Menghi,57.0,78.12,2019-08-06,London Academy
0,Kalina Gentile,50.0,59.38,2019-02-06,London Academy
1,Kean Ploughwright,56.0,62.5,2019-02-06,London Academy
2,Tobiah Aistrop,53.0,65.62,2019-02-06,London Academy
3,Giraud Castard,33.0,71.88,2019-02-06,London Academy
4,Garey Bischop,56.0,50.0,2019-02-06,London Academy
5,Scottie Orknay,68.0,56.25,2019-02-06,London Academy
6,Arley Dangl,59.0,53.12,2019-02-06,London Academy
7,Cary Heberden,71.0,59.38,2019-02-06,London Academy
8,Hughie Baggelley,60.0,71.88,2019-02-06,London Academy
9,Trix Bowerbank,50.0,65.62,2019-02-06,London Academy
10,Andrew Giurio,61.0,56.25,2019-02-06,London Academy
11,Annie Rosa,59.0,75.0,2019-02-06,London Academy
12,Katharyn Panton,61.0,40.62,2019-02-06,London Academy
13,Sigismond O'Heagertie,57.0,71.88,2019-02-06,London Academy
14,Olivier Veazey,68.0,50.0,2019-02-06,London Academy
15,Gussy Mathias,51.0,46.88,2019-02-06,London Academy
16,Montague Craft,62.0,43.75,2019-02-06,London Academy
17,Bryanty Croal,53.0,71.88,2019-02-06,London Academy
18,Hilary Foxen,53.0,62.5,2019-02-06,London Academy
19,Turner Oldred,43.0,50.0,2019-02-06,London Academy
20,Giulietta Cready,57.0,37.5,2019-02-06,London Academy
21,Costa Macvey,68.0,59.38,2019-02-06,London Academy
22,Marni Mumberson,67.0,71.88,2019-02-06,London Academy
23,Broderic Bradick,53.0,62.5,2019-02-06,London Academy
0,Bethanne Este,57.0,68.75,2019-06-06,Birmingham Academy
1,Jimmie Durker,54.0,53.12,2019-06-06,Birmingham Academy
2,Joanna Thwaite,59.0,62.5,2019-06-06,Birmingham Academy
3,Fernanda Hendrich,63.0,46.88,2019-06-06,Birmingham Academy
4,Nickolaus Jeacocke,52.0,50.0,2019-06-06,Birmingham Academy
5,Lyell Sandell,61.0,46.88,2019-06-06,Birmingham Academy
6,Kingston Comsty,59.0,56.25,2019-06-06,Birmingham Academy
7,Waylon Currall,40.0,59.38,2019-06-06,Birmingham Academy
8,Giustina Catford,55.0,59.38,2019-06-06,Birmingham Academy
9,Elliot Sarsfield,52.0,71.88,2019-06-06,Birmingham Academy
10,Tate Coade,53.0,56.25,2019-06-06,Birmingham Academy
11,Conrad Chadney,61.0,65.62,2019-06-06,Birmingham Academy
12,Nevil Rickerby,50.0,46.88,2019-06-06,Birmingham Academy
13,Herold Prudham,62.0,62.5,2019-06-06,Birmingham Academy
14,Lanna Milley,47.0,71.88,2019-06-06,Birmingham Academy
15,Corby Mccambridge,53.0,65.62,2019-06-06,Birmingham Academy
