,first_name,middle_name,last_name,psychometrics_score,presentation_score,date,location,candidate_id_str
20,Erik,,Gervaise,53.0,46.88,2019-04-03,London,Erik Gervaise 2019-04-03
21,Sergei,,Kenrick,47.0,68.75,2019-04-03,London,Sergei Kenrick 2019-04-03
22,Susette,,Tregunnah,54.0,62.5,2019-04-03,London,Susette Tregunnah 2019-04-03
23,Barry,,Bassett,44.0,75.0,2019-04-03,London,Barry Bassett 2019-04-03
24,Brion,,Grishechkin,50.0,56.25,2019-04-03,London,Brion Grishechkin 2019-04-03
25,Gunter,,Catto,49.0,71.88,2019-04-03,London,Gunter Catto 2019-04-03
26,Shirl,,Bould,52.0,56.25,2019-04-03,London,Shirl Bould 2019-04-03
27,Rockey,,Pietesch,59.0,43.75,2019-04-03,London,Rockey Pietesch 2019-04-03
28,Kristin,,Munson,49.0,62.5,2019-04-03,London,Kristin Munson 2019-04-03
29,Latisha,,Ibel,61.0,62.5,2019-04-03,London,Latisha Ibel 2019-04-03
0,Dorthea,,Shaxby,59.0,37.5,2019-12-03,London,Dorthea Shaxby 2019-12-03
1,Ringo,,Goosey,51.0,75.0,2019-12-03,London,Ringo Goosey 2019-12-03
2,Ali,,Bonds,55.0,65.62,2019-12-03,London,Ali Bonds 2019-12-03
3,Saree,,Langston,38.0,59.38,2019-12-03,London,Saree Langston 2019-12-03
4,Barton,,Moar,55.0,75.0,2019-12-03,London,Barton Moar 2019-12-03
5,Waldon,,Davidowsky,48.0,78.12,2019-12-03,London,Waldon Davidowsky 2019-12-03
6,Ann-Marie,,Peddowe,57.0,37.5,2019-12-03,London,Ann-Marie Peddowe 2019-12-03
7,Beilul,,Crannach,53.0,78.12,2019-12-03,London,Beilul Crannach 2019-12-03
8,Brandon,,Lotherington,55.0,62.5,2019-12-03,London,Brandon Lotherington 2019-12-03
9,Finn,,Maasze,63.0,78.12,2019-12-03,London,Finn Maasze 2019-12-03
10,Nananne,,Plitz,60.0,43.75,2019-12-03,London,Nananne Plitz 2019-12-03
11,Alexine,,Mcglue,55.0,71.88,2019-12-03,London,Alexine Mcglue 2019-12-03
12,Wernher,,Thaxter,56.0,62.5,2019-12-03,London,Wernher Thaxter 2019-12-03
13,Christopher,,Pinner,51.0,56.25,2019-12-03,London,Christopher Pinner 2019-12-03
14,Natal,,Sabin,64.0,68.75,2019-12-03,London,Natal Sabin 2019-12-03
15,Flem,,Cary,56.0,71.88,2019-12-03,London,Flem Cary 2019-12-03
16,Leena,,Joselevitch,58.0,59.38,2019-12-03,London,Leena Joselevitch 2019-12-03
17,Berni,,Bonham,58.0,78.12,2019-12-03,London,Berni Bonham 2019-12-03
18,Tabbie,,Enzley,52.0,75.0,2019-12-03,London,Tabbie Enzley 2019-12-03
19,Lazare,,Nellies,53.0,65.62,2019-12-03,London,Lazare Nellies 2019-12-03
20,Sherlocke,,Lerner,63.0,53.12,2019-12-03,London,Sherlocke Lerner 2019-12-03
21,Ronda,,Aggis,54.0,50.0,2019-12-03,London,Ronda Aggis 2019-12-03
22,Gussy,,Stoving,54.0,59.38,2019-12-03,London,Gussy Stoving 2019-12-03
23,Ferd,,Walkden,57.0,81.25,2019-12-03,London,Ferd Walkden 2019-12-03
0,Reeta,,Mcgawn,56.0,62.5,2019-01-03,Birmingham,Reeta Mcgawn 2019-01-03
1,Selia,,Tours,47.0,62.5,2019-01-03,Birmingham,Selia Tours 2019-01-03
2,Rodrick,,Henworth,54.0,62.5,2019-01-03,Birmingham,Rodrick Henworth 2019-01-03
3,Florance,,Nann,62.0,56.25,2019-01-03,Birmingham,Florance Nann 2019-01-03
4,Candie,,Pendell,48.0,68.75,2019-01-03,Birmingham,Candie Pendell 2019-01-03
5,Cissy,,Deeble,50.0,78.12,2019-01-03,Birmingham,Cissy Deeble 2019-01-03
6,Farrell,,Normington,58.0,75.0,2019-01-03,Birmingham,Farrell Normington 2019-01-03
7,Kimble,,Bonde,69.0,65.62,2019-01-03,Birmingham,Kimble Bonde 2019-01-03
8,Kelsey,,Cranke,52.0,65.62,2019-01-03,Birmingham,Kelsey Cranke 2019-01-03
9,Karia,,O'Toole,62.0,75.0,2019-01-03,Birmingham,Karia O'Toole 2019-01-03
10,Abel,,Mcvaugh,58.0,56.25,2019-01-03,Birmingham,Abel Mcvaugh 2019-01-03
11,Davie,,Brahams,58.0,75.0,2019-01-03,Birmingham,Davie Brahams 2019-01-03
12,Ximenez,,Chippin,63.0,65.62,2019-01-03,Birmingham,Ximenez Chippin 2019-01-03
13,Nanni,,Ashby,54.0,46.88,2019-01-03,Birmingham,Nanni Ashby 2019-01-03
14,Gwyn,,Baversor,52.0,75.0,2019-01-03,Birmingham,Gwyn Baversor 2019-01-03
15,Gilbertine,,Assaf,57.0,56.25,2019-01-03,Birmingham,Gilbertine Assaf 2019-01-03
16,Candide,,Vannoort,60.0,56.25,2019-01-03,Birmingham,Candide Vannoort 2019-01-03
17,Leeland,,Looks,51.0,65.62,2019-01-03,Birmingham,Leeland Looks 2019-01-03
18,Olia,,Meugens,58.0,62.5,2019-01-03,Birmingham,Olia Meugens 2019-01-03
19,Ogdon,,Gonnelly,51.0,71.88,2019-01-03,Birmingham,Ogdon Gonnelly 2019-01-03
0,Brunhilde,,Zellick,58.0,81.25,2019-07-03,London,Brunhilde Zellick 2019-07-03
1,Natassia,,Pawle,54.0,59.38,2019-07-03,London,Natassia Pawle 2019-07-03
2,Kass,,Castellan,52.0,53.12,2019-07-03,London,Kass Castellan 2019-07-03
3,Chadd,,Klampt,55.0,75.0,2019-07-03,London,Chadd Klampt 2019-07-03
4,Abeu,,Knightsbridge,65.0,40.62,2019-07-03,London,Abeu Knightsbridge 2019-07-03
5,Toddie,,Rubanenko,54.0,50.0,2019-07-03,London,Toddie Rubanenko 2019-07-03
6,Sibyl,,Gilardi,59.0,71.88,2019-07-03,London,Sibyl Gilardi 2019-07-03
7,Haywood,,Teager,54.0,78.12,2019-07-03,London,Haywood Teager 2019-07-03
8,Iosep,,Idle,56.0,56.25,2019-07-03,London,Iosep Idle 2019-07-03
9,Ivie,,Shaudfurth,49.0,87.5,2019-07-03,London,Ivie Shaudfurth 2019-07-03
10,Collete,,Causbey,61.0,59.38,2019-07-03,London,Collete Causbey 2019-07-03
11,Lowrance,,Brach,48.0,56.25,2019-07-03,London,Lowrance Brach 2019-07-03
12,Wendel,,Dargie,49.0,71.88,2019-07-03,London,Wendel Dargie 2019-07-03
13,Harald,,Mabson,48.0,81.25,2019-07-03,London,Harald Mabson 2019-07-03
14,Cynthia,,Fosdike,48.0,43.75,2019-07-03,London,Cynthia Fosdike 2019-07-03
15,Keen,,Tripony,58.0,65.62,2019-07-03,London,Keen Tripony 2019-07-03
16,Rodolfo,,Drillot,56.0,75.0,2019-07-03,London,Rodolfo Drillot 2019-07-03
17,Derward,,Wyllt,64.0,56.25,2019-07-03,London,Derward Wyllt 2019-07-03
18,Ian,,Laverack,47.0,75.0,2019-07-03,London,Ian Laverack 2019-07-03
19,Bevon,,Detoile,54.0,75.0,2019-07-03,London,Bevon Detoile 2019-07-03
20,Weylin,,Swatradge,61.0,46.88,2019-07-03,London,Weylin Swatradge 2019-07-03
21,Lee,,Bernocchi,51.0,53.12,2019-07-03,London,Lee Bernocchi 2019-07-03
22,Maxie,,Thairs,60.0,46.88,2019-07-03,London,Maxie Thairs 2019-07-03
23,Reynard,,Seville,49.0,37.5,2019-07-03,London,Reynard Seville 2019-07-03
24,Hill,,Tiplady,56.0,87.5,2019-07-03,London,Hill Tiplady 2019-07-03
25,Mureil,,Woodstock,47.0,62.5,2019-07-03,London,Mureil Woodstock 2019-07-03
26,Cecilla,,Vasilov,59.0,43.75,2019-07-03,London,Cecilla Vasilov 2019-07-03
0,Sam,,Mulvihill,54.0,65.62,2019-10-03,Birmingham,Sam Mulvihill 2019-10-03
1,Ferdy,,Dootson,54.0,53.12,2019-10-03,Birmingham,Ferdy Dootson 2019-10-03
2,Belia,,Murrigans,53.0,62.5,2019-10-03,Birmingham,Belia Murrigans 2019-10-03
3,Wallache,,Soldi,58.0,62.5,2019-10-03,Birmingham,Wallache Soldi 2019-10-03
4,Christos,,Fagan,45.0,40.62,2019-10-03,Birmingham,Christos Fagan 2019-10-03
5,Tamas,,Stendall,59.0,62.5,2019-10-03,Birmingham,Tamas Stendall 2019-10-03
6,Stanly,,Rickert,53.0,43.75,2019-10-03,Birmingham,Stanly Rickert 2019-10-03
7,Gordan,,Delgadillo,63.0,46.88,2019-10-03,Birmingham,Gordan Delgadillo 2019-10-03
8,Ferdie,,Mullinger,59.0,62.5,2019-10-03,Birmingham,Ferdie Mullinger 2019-10-03
9,Bren,,Tomei,60.0,50.0,2019-10-03,Birmingham,Bren Tomei 2019-10-03
10,Izabel,,Masters,53.0,65.62,2019-10-03,Birmingham,Izabel Masters 2019-10-03
11,Ashlin,,Shone,59.0,71.88,2019-10-03,Birmingham,Ashlin Shone 2019-10-03
12,Heida,,Cossom,67.0,53.12,2019-10-03,Birmingham,Heida Cossom 2019-10-03
0,Alejandro,,Broggetti,55.0,71.88,2019-09-03,London,Alejandro Broggetti 2019-09-03
1,Simonne,,Merman,51.0,81.25,2019-09-03,London,Simonne Merman 2019-09-03
2,Aila,,Longo,53.0,65.62,2019-09-03,London,Aila Longo 2019-09-03
3,Damon,,Thompson,62.0,68.75,2019-09-03,London,Damon Thompson 2019-09-03
4,Trish,,Cuxon,51.0,81.25,2019-09-03,London,Trish Cuxon 2019-09-03
5,Wyn,,Tebb,56.0,62.5,2019-09-03,London,Wyn Tebb 2019-09-03
6,Steffi,,Brideoke,48.0,71.88,2019-09-03,London,Steffi Brideoke 2019-09-03
7,Toma,,Perrat,65.0,56.25,2019-09-03,London,Toma Perrat 2019-09-03
8,Yorgos,,Dockery,52.0,65.62,2019-09-03,London,Yorgos Dockery 2019-09-03
9,Kippy,,Dallon,53.0,56.25,2019-09-03,London,Kippy Dallon 2019-09-03
10,Camellia,,Bette,64.0,68.75,2019-09-03,London,Camellia Bette 2019-09-03
11,Arabella,,Walklate,61.0,56.25,2019-09-03,London,Arabella Walklate 2019-09-03
12,Robina,,Vassano,65.0,34.38,2019-09-03,London,Robina Vassano 2019-09-03
13,Madelina,,Osmant,49.0,71.88,2019-09-03,London,Madelina Osmant 2019-09-03
14,Xylia,,Laxen,48.0,65.62,2019-09-03,London,Xylia Laxen 2019-09-03
15,Scarface,,Gallihaulk,64.0,71.88,2019-09-03,London,Scarface Gallihaulk 2019-09-03
16,Violetta,,Matisse,47.0,68.75,2019-09-03,London,Violetta Matisse 2019-09-03
17,Larisa,,Cordero,60.0,81.25,2019-09-03,London,Larisa Cordero 2019-09-03
18,Kassi,,Lucio,60.0,75.0,2019-09-03,London,Kassi Lucio 2019-09-03
0,Matthaeus,,Audas,59.0,62.5,2019-04-30,London,Matthaeus Audas 2019-04-30
1,Edgar,,Willeman,53.0,68.75,2019-04-30,London,Edgar Willeman 2019-04-30
2,Carroll,,Corse,43.0,62.5,2019-04-30,London,Carroll Corse 2019-04-30
3,Adela,,Valance,51.0,65.62,2019-04-30,London,Adela Valance 2019-04-30
4,Horatio,,Christley,65.0,59.38,2019-04-30,London,Horatio Christley 2019-04-30
5,Rachelle,,Strotton,42.0,81.25,2019-04-30,London,Rachelle Strotton 2019-04-30
6,Salomi,,Shalders,50.0,81.25,2019-04-30,London,Salomi Shalders 2019-04-30
7,Harper,,Armell,50.0,81.25,2019-04-30,London,Harper Armell 2019-04-30
8,Broddie,,Tetla,52.0,46.88,2019-04-30,London,Broddie Tetla 2019-04-30
9,Drud,,Buard,50.0,43.75,2019-04-30,London,Drud Buard 2019-04-30
10,Arlin,,Leman,58.0,75.0,2019-04-30,London,Arlin Leman 2019-04-30
11,Elfrida,,Santarelli,51.0,56.25,2019-04-30,London,Elfrida Santarelli 2019-04-30
12,Doretta,,Lourenco,52.0,59.38,2019-04-30,London,Doretta Lourenco 2019-04-30
13,Cordie,,Capon,51.0,50.0,2019-04-30,London,Cordie Capon 2019-04-30
14,Arlyne,,Mcneish,49.0,71.88,2019-04-30,London,Arlyne Mcneish 2019-04-30
15,Virgilio,,Zavattieri,59.0,68.75,2019-04-30,London,Virgilio Zavattieri 2019-04-30
16,Uri,,Ingley,55.0,65.62,2019-04-30,London,Uri Ingley 2019-04-30
17,Markus,,Game,58.0,78.12,2019-04-30,London,Markus Game 2019-04-30
18,Bryn,,Gianilli,48.0,71.88,2019-04-30,London,Bryn Gianilli 2019-04-30
19,Kevan,,Elsey,55.0,71.88,2019-04-30,London,Kevan Elsey 2019-04-30
20,Marga,,Henryson,53.0,71.88,2019-04-30,London,Marga Henryson 2019-04-30
21,Aldridge,,Du Fray,52.0,71.88,2019-04-30,London,Aldridge Du Fray 2019-04-30
22,Barbey,,Rickertsen,55.0,62.5,2019-04-30,London,Barbey Rickertsen 2019-04-30
23,Leonid,,Coule,53.0,53.12,2019-04-30,London,Leonid Coule 2019-04-30
24,Herold,,Dionisetto,63.0,65.62,2019-04-30,London,Herold Dionisetto 2019-04-30
25,Flore,,Drake,42.0,75.0,2019-04-30,London,Flore Drake 2019-04-30
26,Law,,Massen,60.0,62.5,2019-04-30,London,Law Massen 2019-04-30
27,Knox,,Mcgraw,59.0,62.5,2019-04-30,London,Knox Mcgraw 2019-04-30
28,Lurleen,,Cestard,67.0,90.62,2019-04-30,London,Lurleen Cestard 2019-04-30
0,Andee,,Plowman,52.0,50.0,2019-01-30,London,Andee Plowman 2019-01-30
1,Mallory,,Challis,57.0,65.62,2019-01-30,London,Mallory Challis 2019-01-30
2,Maxy,,Heeley,54.0,71.88,2019-01-30,London,Maxy Heeley 2019-01-30
3,Stinky,,Goulter,61.0,56.25,2019-01-30,London,Stinky Goulter 2019-01-30
4,Merry,,Chesher,53.0,50.0,2019-01-30,London,Merry Chesher 2019-01-30
5,Vin,,Kattenhorn,63.0,65.62,2019-01-30,London,Vin Kattenhorn 2019-01-30
6,Franciska,,Davidy,50.0,50.0,2019-01-30,London,Franciska Davidy 2019-01-30
7,Sylvia,,Akett,59.0,65.62,2019-01-30,London,Sylvia Akett 2019-01-30
8,Daisi,,Scarlet,59.0,56.25,2019-01-30,London,Daisi Scarlet 2019-01-30
9,Ilka,,Moulder,47.0,40.62,2019-01-30,London,Ilka Moulder 2019-01-30
10,Royall,,Stirley,63.0,68.75,2019-01-30,London,Royall Stirley 2019-01-30
11,Winnie,,Osipenko,49.0,65.62,2019-01-30,London,Winnie Osipenko 2019-01-30
12,Warde,,Frowen,44.0,78.12,2019-01-30,London,Warde Frowen 2019-01-30
13,Deni,,Roust,55.0,65.62,2019-01-30,London,Deni Roust 2019-01-30
14,Hi,,Tee,60.0,71.88,2019-01-30,London,Hi Tee 2019-01-30
15,Benny,,Smallsman,67.0,40.62,2019-01-30,London,Benny Smallsman 2019-01-30
16,Jazmin,,Dark,49.0,62.5,2019-01-30,London,Jazmin Dark 2019-01-30
17,Diane-Marie,,Hilling,47.0,71.88,2019-01-30,London,Diane-Marie Hilling 2019-01-30
18,Keri,,Crewe,49.0,53.12,2019-01-30,London,Keri Crewe 2019-01-30
19,Jenda,,Fernandez,53.0,71.88,2019-01-30,London,Jenda Fernandez 2019-01-30
20,Tyrone,,Bailes,50.0,68.75,2019-01-30,London,Tyrone Bailes 2019-01-30
21,Loy,,Mulvy,59.0,68.75,2019-01-30,London,Loy Mulvy 2019-01-30
22,Irvine,,Lawrey,45.0,59.38,2019-01-30,London,Irvine Lawrey 2019-01-30
23,Carlo,,Twining,57.0,68.75,2019-01-30,London,Carlo Twining 2019-01-30
0,Georgena,,Tchaikovsky,49.0,68.75,2019-07-30,London,Georgena Tchaikovsky 2019-07-30
1,Aili,,Bursnoll,59.0,75.0,2019-07-30,London,Aili Bursnoll 2019-07-30
2,Vanessa,,Gives,60.0,71.88,2019-07-30,London,Vanessa Gives 2019-07-30
3,Hartwell,,Silver,59.0,56.25,2019-07-30,London,Hartwell Silver 2019-07-30
4,Bertram,,Esgate,51.0,65.62,2019-07-30,London,Bertram Esgate 2019-07-30
5,Emily,,Barras,53.0,50.0,2019-07-30,London,Emily Barras 2019-07-30
6,Isidora,,Englefield,38.0,53.12,2019-07-30,London,Isidora Englefield 2019-07-30
7,Marlon,,Reside,55.0,56.25,2019-07-30,London,Marlon Reside 2019-07-30
8,Agace,,O'Shields,58.0,75.0,2019-07-30,London,Agace O'Shields 2019-07-30
9,Cobbie,,Wolfinger,65.0,68.75,2019-07-30,London,Cobbie Wolfinger 2019-07-30
10,Kirby,,Minter,54.0,37.5,2019-07-30,London,Kirby Minter 2019-07-30
11,Aguste,,Tann,58.0,56.25,2019-07-30,London,Aguste Tann 2019-07-30
12,Pren,,Varcoe,60.0,46.88,2019-07-30,London,Pren Varcoe 2019-07-30
13,Engracia,,Andriolli,58.0,62.5,2019-07-30,London,Engracia Andriolli 2019-07-30
14,Rodge,,Garlick,45.0,78.12,2019-07-30,London,Rodge Garlick 2019-07-30
15,Barclay,,Morter,50.0,75.0,2019-07-30,London,Barclay Morter 2019-07-30
16,Clary,,Hertwell,60.0,53.12,2019-07-30,London,Clary Hertwell 2019-07-30
17,Yehudit,,Killingbeck,62.0,53.12,2019-07-30,London,Yehudit Killingbeck 2019-07-30
18,Anet,,Satterley,61.0,59.38,2019-07-30,London,Anet Satterley 2019-07-30
19,Stanislaus,,Sendley,58.0,53.12,2019-07-30,London,Stanislaus Sendley 2019-07-30
20,Brad,,Coleyshaw,56.0,65.62,2019-07-30,London,Brad Coleyshaw 2019-07-30
21,Aggie,,Remmers,59.0,65.62,2019-07-30,London,Aggie Remmers 2019-07-30
22,Kris,,Whaley,53.0,50.0,2019-07-30,London,Kris Whaley 2019-07-30
23,Kirsten,,Spelman,53.0,62.5,2019-07-30,London,Kirsten Spelman 2019-07-30
24,Adaline,,Durtnell,60.0,75.0,2019-07-30,London,Adaline Durtnell 2019-07-30
25,Marna,,Matskevich,57.0,59.38,2019-07-30,London,Marna Matskevich 2019-07-30
26,Eberhard,,Cattemull,58.0,71.88,2019-07-30,London,Eberhard Cattemull 2019-07-30
27,Meyer,,Dobbison,59.0,56.25,2019-07-30,London,Meyer Dobbison 2019-07-30
28,Beauregard,,Hould,60.0,81.25,2019-07-30,London,Beauregard Hould 2019-07-30
29,Micheal,,Di Matteo,57.0,71.88,2019-07-30,London,Micheal Di Matteo 2019-07-30
0,Nata,,Bohman,60.0,78.12,2019-05-30,Birmingham,Nata Bohman 2019-05-30
1,Bennie,,Latan,60.0,81.25,2019-05-30,Birmingham,Bennie Latan 2019-05-30
2,Noel,,Hayland,60.0,71.88,2019-05-30,Birmingham,Noel Hayland 2019-05-30
3,Niles,,Haughin,41.0,71.88,2019-05-30,Birmingham,Niles Haughin 2019-05-30
4,Gawen,,Murricanes,52.0,65.62,2019-05-30,Birmingham,Gawen Murricanes 2019-05-30
5,Megan,,Hallihan,59.0,59.38,2019-05-30,Birmingham,Megan Hallihan 2019-05-30
6,Charissa,,Briiginshaw,73.0,62.5,2019-05-30,Birmingham,Charissa Briiginshaw 2019-05-30
7,Mill,,Uridge,60.0,40.62,2019-05-30,Birmingham,Mill Uridge 2019-05-30
8,Samuele,,Melpuss,48.0,68.75,2019-05-30,Birmingham,Samuele Melpuss 2019-05-30
9,Bertie,,Macafee,59.0,53.12,2019-05-30,Birmingham,Bertie Macafee 2019-05-30
10,Benita,,Robbel,59.0,56.25,2019-05-30,Birmingham,Benita Robbel 2019-05-30
11,Daile,,Kitchinham,47.0,53.12,2019-05-30,Birmingham,Daile Kitchinham 2019-05-30
12,Trumaine,,Chastney,51.0,65.62,2019-05-30,Birmingham,Trumaine Chastney 2019-05-30
13,Cesaro,,Dodgshon,67.0,71.88,2019-05-30,Birmingham,Cesaro Dodgshon 2019-05-30
14,Marius,,Soltan,55.0,68.75,2019-05-30,Birmingham,Marius Soltan 2019-05-30
15,Ulrikaumeko,,Yeandel,58.0,84.38,2019-05-30,Birmingham,Ulrikaumeko Yeandel 2019-05-30
16,Deonne,,Prott,59.0,62.5,2019-05-30,Birmingham,Deonne Prott 2019-05-30
17,Janelle,,Forbear,56.0,59.38,2019-05-30,Birmingham,Janelle Forbear 2019-05-30
18,Allistir,,Langrick,63.0,75.0,2019-05-30,Birmingham,Allistir Langrick 2019-05-30
19,Janina,,Muncer,54.0,62.5,2019-05-30,Birmingham,Janina Muncer 2019-05-30
0,Curry,,Dunnan,58.0,56.25,2019-10-30,London,Curry Dunnan 2019-10-30
1,Willabella,,Lanchberry,54.0,84.38,2019-10-30,London,Willabella Lanchberry 2019-10-30
2,Gaile,,Carpenter,39.0,75.0,2019-10-30,London,Gaile Carpenter 2019-10-30
3,Kasey,,Mattacks,59.0,71.88,2019-10-30,London,Kasey Mattacks 2019-10-30
4,Agnesse,,Beeken,60.0,78.12,2019-10-30,London,Agnesse Beeken 2019-10-30
5,Jerrylee,,Koenen,45.0,53.12,2019-10-30,London,Jerrylee Koenen 2019-10-30
6,Mic,,Wilshire,52.0,65.62,2019-10-30,London,Mic Wilshire 2019-10-30
7,Lanni,,Arrowsmith,53.0,59.38,2019-10-30,London,Lanni Arrowsmith 2019-10-30
8,Gerladina,,Reynolds,45.0,65.62,2019-10-30,London,Gerladina Reynolds 2019-10-30
9,Nefen,,Wolton,60.0,78.12,2019-10-30,London,Nefen Wolton 2019-10-30
10,Mary,,Darnbrough,62.0,71.88,2019-10-30,London,Mary Darnbrough 2019-10-30
11,Daphene,,Barkly,57.0,62.5,2019-10-30,London,Daphene Barkly 2019-10-30
12,Janna,,Houlaghan,56.0,56.25,2019-10-30,London,Janna Houlaghan 2019-10-30
13,Florella,,Boays,62.0,59.38,2019-10-30,London,Florella Boays 2019-10-30
14,Abdel,,Shovel,56.0,56.25,2019-10-30,London,Abdel Shovel 2019-10-30
15,Luisa,,Griffe,64.0,62.5,2019-10-30,London,Luisa Griffe 2019-10-30
16,Kaycee,,Mattusevich,58.0,46.88,2019-10-30,London,Kaycee Mattusevich 2019-10-30
17,Arielle,,Donati,62.0,68.75,2019-10-30,London,Arielle Donati 2019-10-30
18,Sibylle,,Thomazin,42.0,59.38,2019-10-30,London,Sibylle Thomazin 2019-10-30
19,Di,,Simonich,55.0,65.62,2019-10-30,London,Di Simonich 2019-10-30
20,Annadiana,,Lumsden,61.0,50.0,2019-10-30,London,Annadiana Lumsden 2019-10-30
21,Lola,,Ebsworth,57.0,68.75,2019-10-30,London,Lola Ebsworth 2019-10-30
22,Janos,,Shellsheere,46.0,65.62,2019-10-30,London,Janos Shellsheere 2019-10-30
23,Rurik,,Crimmins,46.0,65.62,2019-10-30,London,Rurik Crimmins 2019-10-30
24,Abrahan,,Biggerdike,48.0,43.75,2019-10-30,London,Abrahan Biggerdike 2019-10-30
25,Graehme,,Seamer,52.0,62.5,2019-10-30,London,Graehme Seamer 2019-10-30
26,Pier,,Spatig,60.0,78.12,2019-10-30,London,Pier Spatig 2019-10-30
0,Kiley,,Clavey,62.0,75.0,2019-01-31,Birmingham,Kiley Clavey 2019-01-31
1,Shurlocke,,Cringle,49.0,56.25,2019-01-31,Birmingham,Shurlocke Cringle 2019-01-31
2,Base,,Doggett,38.0,75.0,2019-01-31,Birmingham,Base Doggett 2019-01-31
3,Almire,,Tewkesberry,70.0,59.38,2019-01-31,Birmingham,Almire Tewkesberry 2019-01-31
4,Bartholemy,,Trippitt,60.0,40.62,2019-01-31,Birmingham,Bartholemy Trippitt 2019-01-31
5,Briana,,Brader,59.0,59.38,2019-01-31,Birmingham,Briana Brader 2019-01-31
6,Deonne,,Simionato,64.0,46.88,2019-01-31,Birmingham,Deonne Simionato 2019-01-31
7,Cozmo,,Abel,51.0,68.75,2019-01-31,Birmingham,Cozmo Abel 2019-01-31
8,Lemmie,,Jendrich,54.0,75.0,2019-01-31,Birmingham,Lemmie Jendrich 2019-01-31
9,Eran,,Varga,57.0,40.62,2019-01-31,Birmingham,Eran Varga 2019-01-31
10,Pamela,,Gadman,53.0,59.38,2019-01-31,Birmingham,Pamela Gadman 2019-01-31
11,Bendix,,Bonnette,49.0,53.12,2019-01-31,Birmingham,Bendix Bonnette 2019-01-31
12,Pet,,Wise,56.0,46.88,2019-01-31,Birmingham,Pet Wise 2019-01-31
13,Ulick,,Pickervance,59.0,56.25,2019-01-31,Birmingham,Ulick Pickervance 2019-01-31
14,Art,,Mitkin,57.0,56.25,2019-01-31,Birmingham,Art Mitkin 2019-01-31
15,Sibley,,Addison,56.0,68.75,2019-01-31,Birmingham,Sibley Addison 2019-01-31
16,Silvain,,Geeve,49.0,56.25,2019-01-31,Birmingham,Silvain Geeve 2019-01-31
17,Aindrea,,Davio,60.0,65.62,2019-01-31,Birmingham,Aindrea Davio 2019-01-31
18,Daryle,,Janoch,63.0,46.88,2019-01-31,Birmingham,Daryle Janoch 2019-01-31
19,Gerhard,,Mcgrath,62.0,78.12,2019-01-31,Birmingham,Gerhard Mcgrath 2019-01-31
0,Matthieu,,Dulake,58.0,68.75,2019-07-31,London,Matthieu Dulake 2019-07-31
1,Shurlock,,Dutch,43.0,75.0,2019-07-31,London,Shurlock Dutch 2019-07-31
2,Cristina,,Finlan,56.0,62.5,2019-07-31,London,Cristina Finlan 2019-07-31
3,Christie,,Blincoe,51.0,75.0,2019-07-31,London,Christie Blincoe 2019-07-31
4,Gardner,,Estick,60.0,68.75,2019-07-31,London,Gardner Estick 2019-07-31
5,Natasha,,Christol,51.0,81.25,2019-07-31,London,Natasha Christol 2019-07-31
6,Riannon,,Baraclough,62.0,50.0,2019-07-31,London,Riannon Baraclough 2019-07-31
7,Tallia,,Rushford,57.0,59.38,2019-07-31,London,Tallia Rushford 2019-07-31
8,Angelica,,Neissen,53.0,53.12,2019-07-31,London,Angelica Neissen 2019-07-31
9,Langston,,Adamski,54.0,71.88,2019-07-31,London,Langston Adamski 2019-07-31
10,Amerigo,,Heys,51.0,81.25,2019-07-31,London,Amerigo Heys 2019-07-31
11,Debi,,Gold,42.0,43.75,2019-07-31,London,Debi Gold 2019-07-31
12,Natalie,,Norwich,54.0,53.12,2019-07-31,London,Natalie Norwich 2019-07-31
13,Benjamin,,Chastand,54.0,75.0,2019-07-31,London,Benjamin Chastand 2019-07-31
14,Elsworth,,Bendtsen,51.0,71.88,2019-07-31,London,Elsworth Bendtsen 2019-07-31
15,Anabella,,Wilcox,48.0,75.0,2019-07-31,London,Anabella Wilcox 2019-07-31
16,Regina,,Calver,58.0,50.0,2019-07-31,London,Regina Calver 2019-07-31
17,Karla,,Windridge,61.0,65.62,2019-07-31,London,Karla Windridge 2019-07-31
18,Lannie,,Minister,68.0,75.0,2019-07-31,London,Lannie Minister 2019-07-31
19,Towny,,Povall,60.0,59.38,2019-07-31,London,Towny Povall 2019-07-31
20,Joletta,,Kalinowsky,51.0,78.12,2019-07-31,London,Joletta Kalinowsky 2019-07-31
21,Simonette,,Mawson,61.0,75.0,2019-07-31,London,Simonette Mawson 2019-07-31
22,Milly,,Ison,59.0,65.62,2019-07-31,London,Milly Ison 2019-07-31
23,Con,,Haxley,50.0,71.88,2019-07-31,London,Con Haxley 2019-07-31
24,Bryanty,,Greenacre,53.0,71.88,2019-07-31,London,Bryanty Greenacre 2019-07-31
25,Vivianne,,Shills,53.0,62.5,2019-07-31,London,Vivianne Shills 2019-07-31
26,Renado,,Bulfoot,65.0,56.25,2019-07-31,London,Renado Bulfoot 2019-07-31
0,Janna,,Wiffield,59.0,62.5,2019-10-31,Birmingham,Janna Wiffield 2019-10-31
1,Cass,,Jenyns,47.0,65.62,2019-10-31,Birmingham,Cass Jenyns 2019-10-31
2,Fair,,Lucia,53.0,75.0,2019-10-31,Birmingham,Fair Lucia 2019-10-31
