,first_name,middle_name,last_name,trainer,course_start_date,course_name,course_number,Analytic_W1,Independent_W1,Determined_W1,Professional_W1,Studious_W1,Imaginative_W1,Analytic_W2,Independent_W2,Determined_W2,Professional_W2,Studious_W2,Imaginative_W2,Analytic_W3,Independent_W3,Determined_W3,Professional_W3,Studious_W3,Imaginative_W3,Analytic_W4,Independent_W4,Determined_W4,Professional_W4,Studious_W4,Imaginative_W4,Analytic_W5,Independent_W5,Determined_W5,Professional_W5,Studious_W5,Imaginative_W5,Analytic_W6,Independent_W6,Determined_W6,Professional_W6,Studious_W6,Imaginative_W6,Analytic_W7,Independent_W7,Determined_W7,Professional_W7,Studious_W7,Imaginative_W7,Analytic_W8,Independent_W8,Determined_W8,Professional_W8,Studious_W8,Imaginative_W8,Analytic_W9,Independent_W9,Determined_W9,Professional_W9,Studious_W9,Imaginative_W9,Analytic_W10,Independent_W10,Determined_W10,Professional_W10,Studious_W10,Imaginative_W10,candidate_name
12,Rina,,Soffe,Lucy Foster,2019-05-20,Data,31,4,3,4,4,2,5,4.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,8.0,8.0,8.0,5.0,5.0,5.0,4.0,5.0,8.0,6.0,4.0,2.0,8.0,6.0,3.0,2.0,6.0,3.0,4.0,8.0,8.0,3.0,7.0,7.0,8.0,6.0,8.0,8.0,6.0,8.0,8.0,3.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,Rina Soffe
0,Marcy,,Treat,Gina Cartwright,2019-07-22,Data,32,6,5,2,2,4,5,5.0,3.0,4.0,3.0,2.0,4.0,3.0,1.0,2.0,2.0,2.0,6.0,3.0,4.0,7.0,6.0,6.0,8.0,6.0,6.0,2.0,8.0,8.0,8.0,3.0,7.0,2.0,6.0,4.0,6.0,5.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,,,,,,,,,,,,,Marcy Treat
1,Heindrick,,Mckiddin,Gina Cartwright,2019-07-22,Data,32,5,3,2,3,3,3,1.0,3.0,3.0,1.0,2.0,3.0,5.0,2.0,7.0,1.0,4.0,5.0,5.0,5.0,8.0,5.0,5.0,2.0,4.0,4.0,8.0,8.0,1.0,8.0,5.0,7.0,6.0,8.0,4.0,6.0,8.0,6.0,8.0,6.0,7.0,8.0,5.0,7.0,5.0,8.0,5.0,4.0,,,,,,,,,,,,,Heindrick Mckiddin
2,Danella,,Winkett,Gina Cartwright,2019-07-22,Data,32,6,3,6,1,1,3,3.0,7.0,1.0,2.0,5.0,1.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0,4.0,7.0,5.0,5.0,3.0,4.0,4.0,1.0,7.0,5.0,2.0,5.0,7.0,7.0,8.0,8.0,3.0,7.0,8.0,6.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,,Danella Winkett
3,Darrin,,Perrelle,Gina Cartwright,2019-07-22,Data,32,3,1,2,4,6,2,3.0,5.0,7.0,6.0,2.0,3.0,7.0,2.0,2.0,5.0,3.0,2.0,6.0,2.0,6.0,7.0,3.0,8.0,8.0,5.0,4.0,2.0,6.0,6.0,5.0,8.0,8.0,8.0,7.0,5.0,8.0,8.0,8.0,5.0,6.0,6.0,3.0,8.0,2.0,7.0,8.0,8.0,,,,,,,,,,,,,Darrin Perrelle
4,Janelle,,Forbear,Gina Cartwright,2019-07-22,Data,32,1,4,1,3,4,6,2.0,1.0,2.0,3.0,4.0,2.0,3.0,5.0,2.0,3.0,1.0,2.0,8.0,8.0,8.0,1.0,8.0,4.0,6.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,4.0,7.0,6.0,4.0,8.0,8.0,8.0,7.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,Janelle Forbear
5,Sorcha,,Argue,Gina Cartwright,2019-07-22,Data,32,1,4,2,4,5,6,2.0,1.0,1.0,2.0,6.0,6.0,3.0,5.0,3.0,2.0,2.0,2.0,8.0,3.0,8.0,7.0,8.0,7.0,4.0,6.0,7.0,6.0,5.0,7.0,4.0,6.0,8.0,5.0,5.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Sorcha Argue
6,Toddie,,Rubanenko,Gina Cartwright,2019-07-22,Data,32,6,1,3,4,3,1,1.0,1.0,4.0,4.0,6.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,5.0,6.0,4.0,1.0,8.0,3.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,6.0,5.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,7.0,8.0,7.0,,,,,,,,,,,,,Toddie Rubanenko
7,Selby,,Floyd,Gina Cartwright,2019-07-22,Data,32,4,4,1,4,5,3,2.0,5.0,4.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,1.0,3.0,8.0,6.0,7.0,8.0,4.0,6.0,8.0,7.0,8.0,7.0,1.0,7.0,3.0,7.0,2.0,5.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,6.0,,,,,,,,,,,,,Selby Floyd
8,Claudio,,Handrick,Gina Cartwright,2019-07-22,Data,32,4,3,3,1,4,2,1.0,3.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,7.0,8.0,6.0,6.0,5.0,6.0,8.0,6.0,7.0,8.0,7.0,7.0,8.0,8.0,5.0,4.0,5.0,7.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,6.0,4.0,4.0,8.0,8.0,,,,,,,,,,,,,Claudio Handrick
9,Kingston,,Comsty,Gina Cartwright,2019-07-22,Data,32,2,3,5,4,5,3,2.0,8.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,3.0,7.0,1.0,7.0,5.0,7.0,6.0,5.0,8.0,4.0,8.0,8.0,8.0,3.0,5.0,7.0,6.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,5.0,8.0,8.0,5.0,,,,,,,,,,,,,Kingston Comsty
10,Benedikt,,Cohani,Gina Cartwright,2019-07-22,Data,32,2,1,2,4,1,8,6.0,1.0,4.0,3.0,1.0,1.0,4.0,6.0,3.0,6.0,3.0,1.0,5.0,6.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,6.0,6.0,7.0,5.0,8.0,6.0,7.0,3.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,,,,,,,,,,,,Benedikt Cohani
11,Morgen,,Lilywhite,Gina Cartwright,2019-07-22,Data,32,3,2,4,4,4,4,2.0,5.0,1.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,6.0,8.0,8.0,5.0,4.0,8.0,6.0,7.0,8.0,5.0,6.0,2.0,6.0,5.0,8.0,5.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,6.0,8.0,,,,,,,,,,,,,Morgen Lilywhite
12,Job,,Restall,Gina Cartwright,2019-07-22,Data,32,3,3,2,2,2,4,2.0,3.0,1.0,5.0,3.0,4.0,1.0,4.0,3.0,2.0,3.0,6.0,6.0,7.0,6.0,8.0,2.0,6.0,8.0,8.0,6.0,6.0,6.0,7.0,8.0,4.0,4.0,6.0,5.0,4.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,,,,,,,,,,,,,Job Restall
13,Wilhelm,,Jouanet,Gina Cartwright,2019-07-22,Data,32,1,2,4,3,3,2,5.0,2.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,3.0,3.0,6.0,7.0,8.0,6.0,8.0,4.0,6.0,8.0,8.0,8.0,6.0,8.0,6.0,8.0,3.0,7.0,3.0,4.0,8.0,6.0,6.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,7.0,,,,,,,,,,,,,Wilhelm Jouanet
0,Malvina,,Whiteford,Lucy Foster,2019-08-05,Data,33,3,2,2,6,3,1,2.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,7.0,2.0,2.0,2.0,8.0,5.0,6.0,7.0,7.0,5.0,6.0,5.0,6.0,3.0,4.0,5.0,6.0,6.0,5.0,7.0,7.0,1.0,7.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,Malvina Whiteford
1,Belle,,Catherall,Lucy Foster,2019-08-05,Data,33,3,5,4,4,1,1,3.0,8.0,2.0,5.0,1.0,1.0,3.0,1.0,2.0,5.0,1.0,4.0,4.0,8.0,7.0,6.0,8.0,5.0,8.0,5.0,4.0,4.0,1.0,7.0,4.0,7.0,5.0,6.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,2.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,Belle Catherall
2,Ortensia,,Winscomb,Lucy Foster,2019-08-05,Data,33,2,2,7,1,2,2,1.0,5.0,5.0,3.0,4.0,2.0,1.0,3.0,6.0,1.0,2.0,4.0,3.0,5.0,3.0,6.0,6.0,8.0,8.0,5.0,7.0,2.0,6.0,8.0,2.0,8.0,6.0,6.0,7.0,5.0,8.0,7.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Ortensia Winscomb
3,Staffard,,Load,Lucy Foster,2019-08-05,Data,33,3,4,3,2,4,2,1.0,8.0,3.0,2.0,2.0,4.0,3.0,7.0,2.0,2.0,2.0,5.0,8.0,5.0,4.0,8.0,8.0,4.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,7.0,7.0,3.0,8.0,5.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,Staffard Load
4,Bowie,,Endersby,Lucy Foster,2019-08-05,Data,33,4,5,1,2,2,3,3.0,6.0,1.0,4.0,2.0,3.0,3.0,6.0,2.0,4.0,4.0,1.0,6.0,8.0,8.0,5.0,5.0,5.0,3.0,8.0,7.0,2.0,8.0,8.0,7.0,7.0,6.0,4.0,4.0,7.0,8.0,3.0,8.0,7.0,5.0,8.0,8.0,3.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,Bowie Endersby
5,Tonye,,Ambrogio,Lucy Foster,2019-08-05,Data,33,3,5,3,4,1,2,2.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,3.0,5.0,1.0,2.0,4.0,7.0,8.0,8.0,2.0,4.0,8.0,6.0,5.0,8.0,7.0,8.0,8.0,5.0,5.0,4.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Tonye Ambrogio
6,Celina,,Polley,Lucy Foster,2019-08-05,Data,33,2,3,3,6,2,2,2.0,2.0,7.0,3.0,1.0,5.0,2.0,3.0,3.0,8.0,3.0,2.0,6.0,7.0,7.0,6.0,8.0,6.0,8.0,8.0,4.0,6.0,5.0,8.0,5.0,6.0,4.0,6.0,8.0,6.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,5.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,Celina Polley
7,Muhammad,,Linn,Lucy Foster,2019-08-05,Data,33,3,3,2,3,7,1,3.0,2.0,4.0,1.0,3.0,4.0,1.0,3.0,2.0,3.0,5.0,1.0,8.0,8.0,4.0,5.0,3.0,8.0,6.0,7.0,6.0,3.0,8.0,1.0,2.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,7.0,5.0,5.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,1.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,Muhammad Linn
8,Farica,,Harding,Lucy Foster,2019-08-05,Data,33,4,4,1,3,1,4,5.0,4.0,6.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,8.0,7.0,6.0,6.0,5.0,5.0,3.0,8.0,5.0,8.0,6.0,7.0,5.0,8.0,8.0,2.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,5.0,7.0,8.0,7.0,8.0,8.0,8.0,4.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,Farica Harding
9,Marquita,,Forrington,Lucy Foster,2019-08-05,Data,33,1,1,4,1,4,1,5.0,6.0,1.0,1.0,1.0,3.0,5.0,7.0,5.0,3.0,4.0,5.0,8.0,8.0,3.0,6.0,6.0,5.0,5.0,3.0,4.0,8.0,5.0,6.0,5.0,8.0,6.0,4.0,2.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Marquita Forrington
10,Muffin,,Jandel,Lucy Foster,2019-08-05,Data,33,5,4,3,5,3,1,3.0,3.0,5.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Muffin Jandel
11,Nadya,,Pineaux,Lucy Foster,2019-08-05,Data,33,5,2,1,4,2,4,3.0,4.0,5.0,1.0,1.0,3.0,5.0,5.0,6.0,4.0,1.0,1.0,6.0,6.0,2.0,8.0,3.0,8.0,8.0,3.0,7.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Nadya Pineaux
12,Dewitt,,Milborn,Lucy Foster,2019-08-05,Data,33,1,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dewitt Milborn
13,Levy,,Standage,Lucy Foster,2019-08-05,Data,33,1,3,8,2,2,5,2.0,6.0,4.0,5.0,2.0,7.0,3.0,2.0,3.0,2.0,1.0,3.0,8.0,3.0,8.0,1.0,6.0,4.0,8.0,8.0,1.0,8.0,7.0,6.0,8.0,8.0,8.0,4.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,Levy Standage
0,Silvain,,Kuhwald,Lucy Foster,2019-08-19,Data,34,4,4,1,4,5,4,3.0,5.0,1.0,5.0,3.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,8.0,4.0,3.0,6.0,4.0,6.0,5.0,6.0,4.0,6.0,7.0,6.0,6.0,6.0,6.0,5.0,7.0,3.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Silvain Kuhwald
1,Aguie,,Morrad,Lucy Foster,2019-08-19,Data,34,6,2,1,5,6,5,4.0,1.0,5.0,5.0,4.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,7.0,8.0,8.0,3.0,4.0,5.0,8.0,5.0,7.0,4.0,4.0,8.0,1.0,6.0,7.0,5.0,8.0,5.0,3.0,6.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,Aguie Morrad
2,Bertram,,Esgate,Lucy Foster,2019-08-19,Data,34,2,4,3,1,4,3,3.0,2.0,3.0,1.0,4.0,2.0,3.0,8.0,1.0,2.0,1.0,1.0,8.0,3.0,7.0,1.0,8.0,6.0,5.0,8.0,3.0,6.0,8.0,5.0,3.0,7.0,3.0,7.0,7.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,5.0,4.0,7.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,Bertram Esgate
3,Marlon,,Reside,Lucy Foster,2019-08-19,Data,34,5,2,1,3,1,6,8.0,5.0,3.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,1.0,4.0,4.0,6.0,5.0,7.0,4.0,4.0,7.0,6.0,7.0,4.0,4.0,7.0,8.0,6.0,6.0,6.0,2.0,5.0,6.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Marlon Reside
4,Micheal,,Di Matteo,Lucy Foster,2019-08-19,Data,34,2,3,3,1,3,5,2.0,4.0,1.0,1.0,5.0,1.0,2.0,4.0,4.0,3.0,1.0,3.0,3.0,8.0,7.0,8.0,8.0,5.0,1.0,6.0,5.0,3.0,7.0,8.0,8.0,8.0,5.0,3.0,7.0,6.0,8.0,8.0,3.0,7.0,8.0,8.0,4.0,3.0,8.0,7.0,6.0,8.0,8.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,Micheal Di Matteo
5,Regina,,Calver,Lucy Foster,2019-08-19,Data,34,3,4,2,7,6,1,2.0,3.0,6.0,5.0,2.0,1.0,3.0,2.0,2.0,5.0,3.0,7.0,4.0,4.0,8.0,1.0,7.0,8.0,5.0,6.0,5.0,4.0,8.0,3.0,8.0,5.0,7.0,4.0,8.0,8.0,4.0,8.0,8.0,3.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Regina Calver
6,Jodie,,Kaygill,Lucy Foster,2019-08-19,Data,34,3,2,1,2,4,1,2.0,3.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,7.0,3.0,2.0,3.0,6.0,8.0,2.0,4.0,8.0,7.0,5.0,5.0,3.0,8.0,4.0,8.0,8.0,5.0,8.0,4.0,6.0,8.0,4.0,8.0,8.0,4.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,Jodie Kaygill
7,Ingunna,,Adin,Lucy Foster,2019-08-19,Data,34,3,1,4,4,1,3,1.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,8.0,1.0,4.0,8.0,7.0,6.0,8.0,5.0,4.0,8.0,6.0,8.0,7.0,4.0,8.0,7.0,8.0,3.0,4.0,7.0,7.0,3.0,8.0,8.0,8.0,6.0,7.0,8.0,8.0,8.0,5.0,6.0,4.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Ingunna Adin
8,Carlos,,Gerckens,Lucy Foster,2019-08-19,Data,34,1,3,4,4,3,2,1.0,2.0,4.0,5.0,3.0,7.0,4.0,2.0,2.0,1.0,3.0,1.0,4.0,4.0,6.0,7.0,8.0,8.0,4.0,5.0,7.0,8.0,4.0,6.0,3.0,8.0,3.0,8.0,4.0,6.0,6.0,8.0,5.0,6.0,6.0,7.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Carlos Gerckens
9,Sherline,,Cudihy,Lucy Foster,2019-08-19,Data,34,3,4,4,8,1,4,3.0,6.0,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,1.0,4.0,6.0,8.0,6.0,5.0,8.0,2.0,5.0,4.0,8.0,3.0,8.0,5.0,5.0,7.0,5.0,8.0,5.0,2.0,8.0,5.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Sherline Cudihy
10,Trudie,,Kiellor,Lucy Foster,2019-08-19,Data,34,5,3,5,7,2,4,3.0,1.0,2.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,4.0,6.0,5.0,3.0,8.0,4.0,3.0,5.0,6.0,5.0,8.0,4.0,2.0,8.0,2.0,8.0,8.0,6.0,3.0,6.0,8.0,7.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Trudie Kiellor
0,Edvard,,Northen,Lucy Foster,2019-09-23,Data,35,3,5,4,3,2,7,5.0,3.0,1.0,3.0,1.0,4.0,2.0,2.0,3.0,5.0,1.0,2.0,7.0,7.0,4.0,8.0,6.0,6.0,6.0,7.0,4.0,2.0,8.0,4.0,8.0,2.0,6.0,8.0,3.0,2.0,8.0,8.0,7.0,8.0,6.0,8.0,3.0,8.0,7.0,6.0,7.0,8.0,8.0,6.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Edvard Northen
1,Alwin,,Bullman,Lucy Foster,2019-09-23,Data,35,2,2,4,2,3,3,5.0,2.0,1.0,3.0,1.0,2.0,6.0,4.0,5.0,1.0,2.0,3.0,5.0,5.0,3.0,6.0,5.0,8.0,8.0,3.0,8.0,8.0,3.0,6.0,5.0,8.0,6.0,6.0,8.0,4.0,8.0,3.0,8.0,5.0,5.0,8.0,8.0,8.0,5.0,8.0,4.0,5.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Alwin Bullman
2,Bob,,Rogerson,Lucy Foster,2019-09-23,Data,35,2,4,1,3,3,5,2.0,3.0,2.0,3.0,8.0,1.0,6.0,3.0,2.0,5.0,4.0,1.0,6.0,5.0,5.0,5.0,5.0,8.0,4.0,3.0,5.0,4.0,5.0,2.0,7.0,6.0,2.0,3.0,8.0,7.0,5.0,8.0,8.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,3.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Bob Rogerson
3,Kerr,,Coucha,Lucy Foster,2019-09-23,Data,35,3,5,3,2,3,5,2.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,5.0,8.0,4.0,2.0,8.0,8.0,3.0,6.0,5.0,7.0,5.0,8.0,5.0,8.0,8.0,6.0,2.0,8.0,6.0,8.0,5.0,8.0,6.0,8.0,8.0,8.0,7.0,8.0,7.0,5.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Kerr Coucha
4,Nancie,,Mehaffey,Lucy Foster,2019-09-23,Data,35,4,4,5,3,2,1,1.0,5.0,6.0,1.0,1.0,1.0,3.0,5.0,2.0,2.0,8.0,2.0,8.0,8.0,6.0,8.0,8.0,7.0,6.0,5.0,4.0,6.0,4.0,7.0,4.0,5.0,8.0,6.0,5.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Nancie Mehaffey
5,Violet,,Luscombe,Lucy Foster,2019-09-23,Data,35,4,7,2,1,4,2,4.0,5.0,6.0,4.0,3.0,5.0,3.0,8.0,4.0,3.0,4.0,5.0,7.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,6.0,7.0,6.0,4.0,8.0,8.0,7.0,6.0,5.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Violet Luscombe
6,Cora,,Klausewitz,Lucy Foster,2019-09-23,Data,35,3,1,2,2,3,2,1.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,6.0,7.0,5.0,8.0,8.0,3.0,7.0,6.0,6.0,8.0,4.0,6.0,7.0,8.0,5.0,5.0,6.0,8.0,6.0,8.0,2.0,8.0,6.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,Cora Klausewitz
7,Scarface,,Gallihaulk,Lucy Foster,2019-09-23,Data,35,8,2,2,1,2,1,3.0,2.0,7.0,3.0,2.0,7.0,1.0,5.0,2.0,3.0,4.0,2.0,4.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,3.0,7.0,8.0,4.0,5.0,4.0,7.0,2.0,8.0,8.0,8.0,5.0,8.0,5.0,8.0,7.0,6.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,Scarface Gallihaulk
8,Anna,,Lamperti,Lucy Foster,2019-09-23,Data,35,5,3,2,2,5,4,3.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,4.0,5.0,4.0,5.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,8.0,6.0,7.0,7.0,4.0,4.0,4.0,6.0,8.0,7.0,6.0,8.0,4.0,8.0,8.0,8.0,5.0,6.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,Anna Lamperti
9,Collin,,Commins,Lucy Foster,2019-09-23,Data,35,2,4,4,4,5,1,2.0,2.0,3.0,6.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,5.0,8.0,8.0,6.0,6.0,6.0,6.0,3.0,8.0,8.0,2.0,7.0,7.0,7.0,4.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,6.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,Collin Commins
10,Chrissy,,Bartholin,Lucy Foster,2019-09-23,Data,35,2,4,1,3,4,3,2.0,1.0,1.0,2.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chrissy Bartholin
11,Baird,,Reynoollds,Lucy Foster,2019-09-23,Data,35,4,3,1,1,1,5,2.0,3.0,1.0,2.0,1.0,3.0,5.0,3.0,1.0,3.0,3.0,1.0,2.0,8.0,3.0,4.0,8.0,8.0,8.0,8.0,6.0,3.0,3.0,6.0,4.0,6.0,1.0,8.0,7.0,8.0,5.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,4.0,7.0,8.0,1.0,8.0,8.0,8.0,7.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,Baird Reynoollds
12,Vasili,,Cartledge,Lucy Foster,2019-09-23,Data,35,3,2,3,2,2,5,4.0,4.0,1.0,3.0,1.0,4.0,1.0,4.0,6.0,2.0,1.0,2.0,7.0,8.0,5.0,5.0,3.0,2.0,6.0,4.0,4.0,3.0,5.0,4.0,5.0,7.0,5.0,3.0,3.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,Vasili Cartledge
